stt,name,business_id,website,email,phone,address,postal_code,city,province,keyword,tol_code,tol_name,line_of_business,company_form,turnover_k_eur,employees,operating_profit_k_eur,facebook_url,linkedin_url,finder_url
1741,Restaflow Oy,1782901-8,https://www.hesburger.fi,keskus@hesburger.fi,02 480 890 00,Linnankatu 34,20100,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2024,56,3,,,https://www.finder.fi/yritys/770689
1742,Restahenkilöstö Oy,0956576-1,https://www.hesburger.fi,keskus@hesburger.fi,02 480 890 00,Linnankatu 34,20100,TURKU,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1795,49,,,,https://www.finder.fi/yritys/489317
1743,Restapower Oy,1762521-8,https://www.hesburger.fi,keskus@hesburger.fi,02 480 890 00,Linnankatu 34,20100,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus; Ravintola,Osakeyhtiö,915,24,2,,,https://www.finder.fi/yritys/504314
1744,Restaworkers Oy,1098333-8,https://www.hesburger.fi,keskus@hesburger.fi,02 480 890 00,Linnankatu 34,20100,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2258,61,,,,https://www.finder.fi/yritys/456307
1745,Kasco Oy,2731002-5,https://www.rewolt.fi,info@rewolt.fi,050 305 6550,,,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,727,,24,,,https://www.finder.fi/yritys/3107313
1746,Rh Multi-Services Ab,3526942-1,,,,,,MARIEHAMN,Ahvenanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,5,,2,,,https://www.finder.fi/yritys/4196780
1747,Rigeeye JR Palvelut,3535922-4,,,,,,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4205321
1748,Riihimäen Moniapu Tmi Mattila Juha-Pekka,2334948-3,,,040 910 3753,Jarrumiehenkatu 18-20 A 2,11100,RIIHIMÄKI,Kanta-Hämeen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2297300
1749,Rila Finwork Oy,3307039-8,,jay.backman88@gmail.com,040 825 5737,Uudenmaankatu 10 C 91,20500,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,66220,Vakuutusasiamiesten ja -välittäjien toiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3856664
1750,Rinamet Oy,1935910-1,,sami.kallinen@hpheimo.fi,040 013 8888,Neilikkatie 4,01300,VANTAA,Päijät-Hämeen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/893381
1751,Oy Rindells Bil Ab,3506655-2,,,,,,KAARINA,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,28,1,10,,,https://www.finder.fi/yritys/4174501
1752,Tmi Rinkexpert,1843298-7,,tjuhanironkainen@gmail.com,040 720 4582,Aumarannantie 48,91300,YLIKIIMINKI,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2477081
1753,Rintama Solutions Oy,3438786-4,https://www.rintamasolutions.fi,,,,,KAUHAJOKI AS,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,122,1,20,,,https://www.finder.fi/yritys/4098342
1754,Rispekt Oy,3414266-4,,paavola.mikkoanttijuhani@gmail.com,045 233 5550,Tähkäpää 14 A 2,04500,KELLOKOSKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,160,1,28,,,https://www.finder.fi/yritys/4071658
1755,Rissanen Management Oy,3303608-5,,info@rekrytalo.fi,,,,JYVÄSKYLÄ,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3850416
1756,Risto Mikael Tamminen Oy,1032634-6,,ristotamminen@elisanet.fi,040 756 4814,Meritie 4 F 54,03100,NUMMELA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,17,1,4,,,https://www.finder.fi/yritys/382851
1757,Risulom,3390931-7,,tomilaaksonen@hotmail.com,050 321 1048,Metsärannantie 19,01860,PERTTULA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,20,1,-1,,,https://www.finder.fi/yritys/4042325
1758,Riverside Invest Oy,3246996-2,https://www.riversideinvest.fi,janne.torikka@riversideinvest.fi,050 042 0143,Torikantie 85,23800,LAITILA,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,217,1,107,,,https://www.finder.fi/yritys/3691906
1759,RoRico Oy,2506215-2,https://www.rorico.fi,mikko.rohila@rorico.fi,040 726 5476,Hakrinkatu 4 D,26100,RAUMA,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2495,39,308,,,https://www.finder.fi/yritys/2734945
1760,Rohki Group Oy,3484633-8,https://www.rohkigroup.fi,yhteydenotto@esimerkki.fi,,,,JÄÄLI,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,17,,2,,,https://www.finder.fi/yritys/4148953
1761,RoleKey,3627419-3,,sozieva.anna@gmail.com,,Nelikkotie 8 C 58,02230,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4309248
1762,Rolig & Kaura Oy,3365578-3,,henna.rolig@gmail.com,044 266 7710,,,HARJAVALTA,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/4009367
1763,Roothill Oy,2181134-7,https://www.petrolpromotions.fi,satu.hiisijarvi@petrolpromotions.fi,040 829 8060,Terminaalitie 10,13430,HÄMEENLINNA,Kanta-Hämeen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-4,,,https://www.finder.fi/yritys/1829468
1764,Rowan Group Oy,3341031-3,https://www.rowan.fi,,,,,KOKKOLA,Keski-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,156,1,35,,,https://www.finder.fi/yritys/3977674
1765,Royals In Service Oy,3264486-3,https://www.royalsinservice.fi,,,,,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,361,3,-7,,,https://www.finder.fi/yritys/3771585
1766,Rsb Fin Oy,1482667-1,https://www.rsbfin.fi,,,,,HELSINKI,Kymenlaakson maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3331,110,295,,,https://www.finder.fi/yritys/486489
1767,Rtt Rekry Tuonti Toivanen,2044041-7,,pentti.toivanen@pmhenkilostopalvelut.fi,040 772 1477,Pajulahdentie 30 A 5,70260,KUOPIO,Pohjois-Savon maakunta,Henkilöstövuokraus,02100,Metsänhoito,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4082327
1768,Ruku&Rubu,3537432-8,,rubel545@hotmail.com,040 351 6664,,,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4210140
1769,Ruokojärven Palvelut Oy,3392940-6,,,,Marmorintie 85,58220,LOUHI,Etelä-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,86,1,11,,,https://www.finder.fi/yritys/4044838
1770,Rusko Talent Acquisition Company Oy,3494350-9,,,,,,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,138,1,26,,,https://www.finder.fi/yritys/4160063
1771,Ruut Työvoima Oy,3478415-7,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,567,,1,,,https://www.finder.fi/yritys/4142559
1772,Ruuttula Oy,2316977-3,,,040 410 1684,Haapalehdonkatu 1,69150,ESKOLA,Keski-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,42,1,-4,,,https://www.finder.fi/yritys/2281062
1773,S-A Joyful Oy,3086961-2,,,040 038 2448,,,NOORMARKKU,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3,,,,,https://www.finder.fi/yritys/3326585
1774,S.S trading,3434837-1,,,040 836 2492,Molnmossvägen 36,64230,NÄRPIÖ AS,Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4093744
1775,SC Stelander Oy,2848754-3,,m.stelander@stantonchase.com,040 043 3569,Keilaranta 19 D,02150,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,574,,58,,,https://www.finder.fi/yritys/3182708
1776,SD Services Oy,3369492-6,,,,,,VIHTI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,67,,1,,,https://www.finder.fi/yritys/4014374
1777,SE Henkilöstö Oy,2905724-6,https://www.sehenkilosto.fi,eikka@sehenkilosto.fi,040 166 2260,Itämerenkatu 5,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,541,,-31,,,https://www.finder.fi/yritys/3220661
1778,SF Seniorivuokraus Osk,2491921-4,,,,Sivumaantie 130,65610,MUSTASAARI,Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osuuskunta,4,,,,,https://www.finder.fi/yritys/2921129
1779,SF-Raudoitus Oy,2518404-5,,,040 512 5553,Laippatie 4,00880,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,371,2,-12,,,https://www.finder.fi/yritys/2757672
1780,SH Holding Oy,2925239-1,https://www.solohealth.fi,myynti@solohealth.fi,,Ratamestarinkatu 7 B,00520,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,249,,2327,,,https://www.finder.fi/yritys/3235298
1781,SH Works Oy,3606380-4,,,,,,VOLTTI,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4282822
1782,SHT Diili Oy,3120215-8,https://www.henkilostotalo.fi,,010 230 6530,Yliopistonkatu 33,20100,TURKU,Pirkanmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,103,3,3,,,https://www.finder.fi/yritys/3365410
1783,SK Saimaa Coop Osk,2886243-8,https://www.saimaabikes.fi,sanna@hanhiniitty.fi,050 548 7653,Ylössaarentie 84,52200,PUUMALA,Etelä-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osuuskunta,29,2,-1,,,https://www.finder.fi/yritys/3205708
1784,SK Tek Oy,3313922-8,,,,Kärrysola 5,62200,KAUHAVA,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,85,,,,,https://www.finder.fi/yritys/3868434
1785,SMM Palvelut Oy,3538767-1,,,,,,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4207781
1786,SMP Vuokrapalvelut Oy,3333829-4,,posti@kuljetusliikemarkopohja.fi,,,,VIRRAT,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1071,18,,,,https://www.finder.fi/yritys/3968604
1787,SOG Finland Oy,2090206-0,,timo.strid@sog.fi,,Omankodintie 8,11130,RIIHIMÄKI,Uudenmaan maakunta,Henkilöstövuokraus,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",Henkilöstökoulutus; Henkilöstövuokraus; Lääkäri tai lääkärikeskus,Osakeyhtiö,495,1,64,,,https://www.finder.fi/yritys/1496809
1788,SP Kuskiapu Oy,3594871-5,,,,,,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4269607
1789,SPP-Staff Oy,3198561-5,,,,Muuntajantie 10 A 1,28760,PORI,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,15,,-6,,,https://www.finder.fi/yritys/3574758
1790,SS Working Oy,3288692-6,https://www.ssworking.fi,santeri.stenberg@gmail.com,045 328 0909,,,JOKIOINEN,Kanta-Hämeen maakunta,Henkilöstövuokraus,96999,Muu muualla luokittelematon monenlainen henkilökohtainen palvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,101,1,9,,,https://www.finder.fi/yritys/3825145
1791,STV-Rakennustekniikka Oy,2107111-5,,,040 553 0527,Niemenmäentie 114,47200,ELIMÄKI,Kymenlaakson maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,255,,-28,,,https://www.finder.fi/yritys/1571508
1792,Saare Oy,2255142-8,,indrek.saare@secum.fi,040 011 4064,Lempilänkatu 5,24240,SALO,Varsinais-Suomen maakunta,Henkilöstövuokraus,41000,Talonrakentaminen,Henkilöstövuokraus,Osakeyhtiö,178,4,3,,,https://www.finder.fi/yritys/2099166
1793,Saarinen Staffing,3139713-5,,jori.saarinen@outlook.com,050 306 6404,Epontie 3 A 2,61300,KURIKKA,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3517136
1794,Sagaserafia,3526894-7,,korhonenaleksandra@gmail.com,045 656 4691,Konstankatu 11,80170,JOENSUU,Pohjois-Karjalan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4196758
1795,Saimaan Työpalvelu Oy,2589012-6,https://www.saimaantyopalvelu.fi,,050 567 8110,Eteläkatu 16,53500,LAPPEENRANTA,Etelä-Karjalan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,10509,199,598,,,https://www.finder.fi/yritys/2856981
1796,Saino Oy,3505449-8,https://www.saino.fi,,040 630 9190,,,HYLLYKALLIO,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,61,,12,,,https://www.finder.fi/yritys/4173244
1797,Sajoka Oy,2738575-6,https://www.sajoka.fi,tarmo.kaikkonen@faktia.fi,040 347 4053,Itäinen Pitkäkatu 78 B 42,20810,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,142,2,,,,https://www.finder.fi/yritys/3112382
1798,Sakal Oy,3160003-3,,,044 215 8933,Halmejärventie 535,75700,VALTIMO,Pohjois-Karjalan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,133,,-9,,,https://www.finder.fi/yritys/3518060
1799,Nrg Finland Nordic Retail Group Oy,2102071-3,https://www.salenordic.com,info@nrgagency.com,020 775 0950,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1571,18,176,,,https://www.finder.fi/yritys/1606366
1800,Salon Rahtiasema Palvelut Oy,3417232-9,,,,,,SALO,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,488,7,5,,,https://www.finder.fi/yritys/4075245
1801,Salon Tilausajo Oy,3186030-2,,,,,,HALIKKO,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,385,,9,,,https://www.finder.fi/yritys/3560597
1802,Samaale Oy,3479018-6,,,,,,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,69,1,,,,https://www.finder.fi/yritys/4143140
1803,Samesthetic Oy,3399877-8,,,040 826 7981,Rauhankatu 11 B 33,15110,LAHTI,Päijät-Hämeen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4055212
1804,SamiUdhab tmi,3507591-8,,,,,,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4175647
1805,SanLis Oy,3489479-4,,,,,,KUIVANIEMI,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,62,,20,,,https://www.finder.fi/yritys/4153200
1806,Sandelins allservice,3557785-4,,sandelin.ch@gmail.com,044 019 9583,Söderfjärdsvägen 122 A 1,65410,SUNDOM,Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4227524
1807,Sansaino Oy,3564128-9,https://www.sansaino.com,donna@sansaino.com,050 337 7473,Ukonkivenkatu 18,15160,LAHTI,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4234786
1808,Santa's Little Helper,3277025-3,,henrymalinen90@gmail.com,050 490 2886,,,KULHO,Pohjois-Karjalan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3800399
1809,Santa's Staff Oy,3495947-1,,,040 242 5715,,,TERVOLA,Lapin maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4161750
1810,Santrupti Rekrytointi Oy,3221522-5,https://www.santrupti.fi,,,Kylväjäntie 15 C,47400,KAUSALA,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,3,,,,,https://www.finder.fi/yritys/3609353
1811,Sarajas Oy,3215798-5,,,,,,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,86,1,11,,,https://www.finder.fi/yritys/3593823
1812,Sarfaraj Elegance,3485981-7,,,,,,HELSINKI,,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4262800
1813,Sarihenna Oy,2873418-8,,sarihenna@gmail.com,040 515 1759,,,NILSIÄ,Pohjois-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,46,1,-4,,,https://www.finder.fi/yritys/3198519
1814,Sarvi Steel Oy,3508394-2,,topias.sarvilahti@gmail.com,040 580 6681,,,LAPPEENRANTA,Etelä-Karjalan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,62,2,-2,,,https://www.finder.fi/yritys/4176652
1815,Sasha International Oy,3388791-2,https://Sashaoy.fi,oy.sashaint@gmail.com,050 366 6339,,,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4039462
1816,SataDoc Oy,3019840-9,https://www.satadoc.fi,tuomas@laurilat.org,050 350 8349,,,TURKU,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3321617
1817,Satafarma & Greige Oy,2741990-1,https://www.satafarma.fi,pauliina.reuna@satafarma.fi,044 012 0836,Niittykulmantie 22 A 5,28760,PORI,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,36,7,,,https://www.finder.fi/yritys/3113752
1818,Satumaan Tallipalvelu Oy,2088702-4,,hekate2002@hotmail.com,044 530 4574,Kipparinkärki 2,50800,MIKKELI,Etelä-Savon maakunta,Henkilöstövuokraus,96999,Muu muualla luokittelematon monenlainen henkilökohtainen palvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,23,1,-3,,,https://www.finder.fi/yritys/1531117
1819,Sauvoworks Oy,3120945-6,,,,,,SAUVO,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,173,22,12,,,https://www.finder.fi/yritys/3366834
1820,Sawon Tilitiimi Oy,3464479-5,,sawontilitiimi@gmail.com,041 314 8956,Relanderinkatu 95,78210,VARKAUS,Pohjois-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,46,1,5,,,https://www.finder.fi/yritys/4127112
1821,ScaffoldLT Oy Ltd,3243140-3,,,,,,OULU,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1875,48,47,,,https://www.finder.fi/yritys/3684371
1822,Scandic Proff Oy,3444900-9,https://www.muovipak.fi,myynti@hoset.fi,045 854 9119,,,VANTAA,Pirkanmaan maakunta,Henkilöstövuokraus,47551,Huonekalujen vähittäiskauppa,Henkilöstövuokraus,Osakeyhtiö,218,,3,,,https://www.finder.fi/yritys/4107281
1823,Scandinaval Finland Oy,2199021-8,https://www.scandinaval.fi,info@scandinaval.fi,040 512 5553,Laippatie 4 B,00880,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2060,33,-90,,,https://www.finder.fi/yritys/1948678
1824,Scandinavian Smart Solutions Oy,3373392-1,,,,,,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,11,1,8,,,https://www.finder.fi/yritys/4019163
1825,Scr Consulting Finland Ab,3605969-6,,,,,,VAASA,Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4282444
