orgnr,name,legal_name,phone,phone_all,email,website,address,postal_code,city,municipality,county,region,employees,contact_name,contact_role,revenue,profit,currency,status,company_id,proff_url,brreg_url,Check gui,nace_code,nace_name,legal_form,status_brreg
'919381248,Anne Marie Kristensen,Anne Marie Kristensen,'93834442,'93834442,a-m.kristensen@pp.inet.fi,,Thv.Løvenskiolds veg 2,2212,Kongsvinger,Kongsvinger,Innlandet,Østlandet,,Anne Marie Kristensen,Innehaver,,,NOK,,IF7DJ4010LU,https://www.proff.no/selskap/anne-marie-kristensen/kongsvinger/arbeidskrafttjenester/IF7DJ4010LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919381248,OK,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'919453796,Eterni Holding AS,Eterni Holding AS,,,,,Fjøsangerveien 57,5054,Bergen,Bergen,Vestland,Vestlandet,,Thomas Gleerup,Styrets leder,0,-352,NOK,,IF7F33810LU,https://www.proff.no/selskap/eterni-holding-as/bergen/arbeidskrafttjenester/IF7F33810LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919453796,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'919479736,Mamma AS,Mamma AS,,,,,Steinsvikvegen 402 B,5239,Rådal,Bergen,Vestland,Vestlandet,,Stian Lysvold Haugse,Daglig leder,0,-4,NOK,,IF7FN3S10LU,https://www.proff.no/selskap/mamma-as/r%C3%A5dal/arbeidskrafttjenester/IF7FN3S10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919479736,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'919419601,MAGNELLA HOLDING AS,Magnella Holding AS,'47995009,'47995009,,,Straumsvegen 303,9109,Kvaløya,Tromsø,Troms,Nord-Norge,,André Hagen Svendsen,Styrets leder,0,-70,NOK,,IF7ECPD10LU,https://www.proff.no/selskap/magnella-holding-as/kval%C3%B8ya/arbeidskrafttjenester/IF7ECPD10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919419601,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'819457832,Trippel B AS,Trippel B AS,,,,,Gudbrandsdalsvegen 2271,2672,Sel,Sel,Innlandet,Østlandet,,Bjørn Birger Bakke,Daglig leder,0,-7,NOK,,IDJVTPK10LU,https://www.proff.no/selskap/trippel-b-as/sel/arbeidskrafttjenester/IDJVTPK10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/819457832,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'919574372,Canute Rail AS,Canute Rail AS,'+4748035939,,,,Tunfaret 1,0373,Oslo,Oslo,Oslo,Østlandet,1 - 4,Knut Olaf Holen,Daglig leder,0,-261,NOK,,IF7HO4K10LU,https://www.proff.no/selskap/canute-rail-as/oslo/arbeidskrafttjenester/IF7HO4K10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919574372,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'919599529,Weldingh Enterprises AS,Weldingh Enterprises AS,,,,,Kringsjåvegen 55,7032,Trondheim,Trondheim,Trøndelag,Midt-Norge,,Sverre Andreas Weldingh,Styrets leder,0,-14,NOK,,IF7I7JD10LU,https://www.proff.no/selskap/weldingh-enterprises-as/trondheim/arbeidskrafttjenester/IF7I7JD10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919599529,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'919534885,Norsk Helse Vikarbyrå Nuf,Norsk Helse Vikarbyrå Nuf,'28892391,'28892391,,,Stjerneveien 9,8626,Mo I Rana,Rana,Nordland,Nord-Norge,,,,0,-5,NOK,,IF7GTNP10LU,https://www.proff.no/selskap/norsk-helse-vikarbyr%C3%A5-nuf/mo-i-rana/arbeidskrafttjenester/IF7GTNP10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919534885,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'919654791,Roy Alisøy AS,Roy Alisøy AS,,,,,Nye Sandviksveien 65,5032,Bergen,Bergen,Vestland,Vestlandet,,Roy Andre Alisøy,Daglig leder,0,-20,NOK,,IF7JE6F10LU,https://www.proff.no/selskap/roy-alis%C3%B8y-as/bergen/arbeidskrafttjenester/IF7JE6F10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919654791,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'919659076,Global Rig Personnel AS,Global Rig Personnel AS,,,,http://www.globalrigpersonnel.com/,Moseidveien 35,4033,Stavanger,Stavanger,Rogaland,Vestlandet,,Christian Marius Marker,Styrets leder,0,-25,NOK,,IF7JHHG10LU,https://www.proff.no/selskap/global-rig-personnel-as/stavanger/arbeidskrafttjenester/IF7JHHG10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919659076,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'919469854,A/Gsund AS,A/Gsund AS,,,,,Nedre Hagen 28,5305,Florvåg,Askøy,Vestland,Vestlandet,,Geir Bjørn Sund,Daglig leder,0,0,NOK,,IF7FFHA10LU,https://www.proff.no/selskap/agsund-as/florv%C3%A5g/arbeidskrafttjenester/IF7FFHA10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919469854,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'819802602,Ph Personell Per Hermann Aune,Ph Personell Per Hermann Aune,'47478067,'47478067,post@job4u.no,https://www.job4u.no,Teientoppen 11,3270,Larvik,Larvik,Vestfold,Østlandet,,Per Hermann Aune,Innehaver,,,NOK,,IDK37QI10LU,https://www.proff.no/selskap/ph-personell-per-hermann-aune/larvik/arbeidskrafttjenester/IDK37QI10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/819802602,OK,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'919848030,Stsa Holding AS,Stsa Holding AS,,,,,Skjenstadvegen 1,7560,Vikhammer,Malvik,Trøndelag,Midt-Norge,,Stian Malvik Sandtrø,Daglig leder,0,-22,NOK,,IF7NJA610LU,https://www.proff.no/selskap/stsa-holding-as/vikhammer/arbeidskrafttjenester/IF7NJA610LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919848030,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'919924705,Simeda Invest AS,Simeda Invest AS,,,post@simeda.no,,Ranheimsvegen 203 C,7055,Ranheim,Trondheim,Trøndelag,Midt-Norge,,Sissel Merete Dahle,Daglig leder,0,-6,NOK,,IF7P6G110LU,https://www.proff.no/selskap/simeda-invest-as/ranheim/arbeidskrafttjenester/IF7P6G110LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919924705,OK,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'919940735,Careco Kari Bach Henningsen,Careco Kari Bach Henningsen,,,,,Aasta Hansteens veg 12,7046,Trondheim,Trondheim,Trøndelag,Midt-Norge,,Kari Elisabeth Bach Henningsen,Innehaver,,,NOK,,IF7PITB10LU,https://www.proff.no/selskap/careco-kari-bach-henningsen/trondheim/arbeidskrafttjenester/IF7PITB10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919940735,,78.100,Rekruttering og formidling av arbeidskraft,ENK,Aktiv
'919967498,Viral AS,Viral AS,,,,,Waldemars hage 3,0175,Oslo,Oslo,Oslo,Østlandet,,Viral R Shah,Styrets leder,0,-6,NOK,,IF7Q3GQ10LU,https://www.proff.no/selskap/viral-as/oslo/arbeidskrafttjenester/IF7Q3GQ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919967498,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'919543817,Agila Doctor Ab,Agila Doctor Ab,,,,,Torkel Knutssonsgatan 24 SE-118 49 STOCKHOLM,,,,,,,Ulf Henrik William Ottemo,Daglig leder,,,NOK,,IF7H0JT10LU,https://www.proff.no/selskap/agila-doctor-ab/-/arbeidskrafttjenester/IF7H0JT10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919543817,,78.100,Rekruttering og formidling av arbeidskraft,NUF,Aktiv
'919974117,Mostraum Holding AS,Mostraum Holding AS,,,,,Hellesneset 56,5915,Hjelmås,Alver,Vestland,Vestlandet,,Mary-Ann Mostraum,Daglig leder,0,-122,NOK,,IF7Q8KL10LU,https://www.proff.no/selskap/mostraum-holding-as/hjelm%C3%A5s/arbeidskrafttjenester/IF7Q8KL10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919974117,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'917901775,Uab Ertesa,Uab Ertesa,,,,,S Dariaus ir S Gireno g. 30-112 LT-78311 SIAULIAI,,,,,,,,,,,NOK,,IF6HTJJ10LU,https://www.proff.no/selskap/uab-ertesa/-/arbeidskrafttjenester/IF6HTJJ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/917901775,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'919276754,Pricewaterhousecoopers Gmbh Wirtschaftsprüfungsgesellschaft,Pricewaterhousecoopers Gmbh Wirtschaftsprüfungsgesellschaft,,,,,Friedrich-Ebert-Anlage 35-37 60327 FRANKFURT AM MAIN,,,,,,,,,,,NOK,,IF7BAHE10LU,https://www.proff.no/selskap/pricewaterhousecoopers-gmbh-wirtschaftspr%C3%BCfungsgesellschaft/-/arbeidskrafttjenester/IF7BAHE10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919276754,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'912012344,Labour Force (Europe) Ltd,Labour Force (Europe) Ltd,,,,,Maes Truan Llanelidan Ruthin GB DENBIGSHIRE LL15 2RN,,,,,,,Dafydd Lloyd Jones,Daglig leder,,,NOK,,IF2ZL8810LU,https://www.proff.no/selskap/labour-force-europe-ltd/-/arbeidskrafttjenester/IF2ZL8810LU,https://virksomhet.brreg.no/nb/oppslag/enheter/912012344,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'918680985,Omnetric Gmbh (Austria),Omnetric Gmbh (Austria),,,,,Siemensstrasse 90 AT-1210 VIENNA,,,,,,,,,,,NOK,,IF6YIS910LU,https://www.proff.no/selskap/omnetric-gmbh-austria/-/arbeidskrafttjenester/IF6YIS910LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918680985,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'918617000,First People Solutions Limited,First People Solutions Limited,,,,,"1st Floor,33 Bothwell Street GLASGOW G2 6NL SCOTLAND",,,,,,,,,,,NOK,,IF6X5EW10LU,https://www.proff.no/selskap/first-people-solutions-limited/-/arbeidskrafttjenester/IF6X5EW10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918617000,,78.100,Rekruttering og formidling av arbeidskraft,NUF,Aktiv
'987821272,Sts-Consulting,Sts-Consulting,'24277604,'24277604,steen.svenningsen@gmail.com,,"Grønningen 3, 1. mf DK-7200 GRINDSTED",,,,,,,Steen Tino Svenningsen,Daglig leder,,,NOK,,IGC4FRS10LU,https://www.proff.no/selskap/sts-consulting/-/arbeidskrafttjenester/IGC4FRS10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/987821272,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'997353277,Dr DM Ltd. Analysis and Simulation of Societal Dimensions,Dr DM Ltd. Analysis and Simulation of Societal Dimensions,,,mlr@adv.sol.com,,Rojeceva 24 SL-1000 LJUBLJANA,,,,,,,,,,,NOK,,IGHSQPP10LU,https://www.proff.no/selskap/dr-dm-ltd.-analysis-and-simulation-of-societal-dimensions/-/arbeidskrafttjenester/IGHSQPP10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/997353277,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'918575510,Kg Process Innovations S.R.O.,Kg Process Innovations S.R.O.,'+420545210793,,,,"Prikop 8,Brno CZ-60200 BRNO",,,,,,,,,,,NOK,,IF6W9EE10LU,https://www.proff.no/selskap/kg-process-innovations-s.r.o./-/arbeidskrafttjenester/IF6W9EE10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918575510,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'918633367,Siemens Gamesa Renewable Energy Kft,Siemens Gamesa Renewable Energy Kft,,,,,Gizella ut 51-57 HU-1143 BUDAPEST,,,,,,,,,,,NOK,,IF6XI1J10LU,https://www.proff.no/selskap/siemens-gamesa-renewable-energy-kft/-/arbeidskrafttjenester/IF6XI1J10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918633367,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'818113552,Eltel Networks Oy,Eltel Networks Oy,,,,,Laturinkuja 8 FI-02650 ESPOO,,,,,,,,,,,NOK,,IDJ30GG10LU,https://www.proff.no/selskap/eltel-networks-oy/-/arbeidskrafttjenester/IDJ30GG10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/818113552,,78.100,Rekruttering og formidling av arbeidskraft,NUF,Aktiv
'919216565,Sse International Nuf,Sse International Nuf,,,,,"PO Box 309,Ugland House KY-1-1104 GRAND CAYMAN",,,,,,,,,,,NOK,,IF7A01H10LU,https://www.proff.no/selskap/sse-international-nuf/-/arbeidskrafttjenester/IF7A01H10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919216565,,78.100,Rekruttering og formidling av arbeidskraft,NUF,Aktiv
'918998683,Kellogg Brown & Root (Uk) Limited,Kellogg Brown & Root (Uk) Limited,,,,,"Hill Park Court, Springfield Drive,Leatherhead GB Surrey KT22 7NL",,,,,,,Christopher Graham Alan Jeffs,Daglig leder,,,NOK,,IF75BX710LU,https://www.proff.no/selskap/kellogg-brown-root-uk-limited/-/arbeidskrafttjenester/IF75BX710LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918998683,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'918481168,Siemens Technology and Services Private Limited,Siemens Technology and Services Private Limited,,,,,"130 Pandurang Budhkar Marg,Worli IN-MUMBAI 400018 MAHARASHTRA",,,,,,,,,,,NOK,,IF6U8LS10LU,https://www.proff.no/selskap/siemens-technology-and-services-private-limited/-/arbeidskrafttjenester/IF6U8LS10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918481168,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'918494421,Kongsberg Maritime Pte. Ltd,Kongsberg Maritime Pte. Ltd,,,,,"81 Toh Guan Road East,#04-01/02 Secom Centre SG-608606 SINGAPORE",,,,,,,,,,,NOK,,IF6UITX10LU,https://www.proff.no/selskap/kongsberg-maritime-pte.-ltd/-/arbeidskrafttjenester/IF6UITX10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918494421,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'912683133,Omv New Zealand Ltd,Omv New Zealand Ltd,,,,,"Level 10 Deloitte House,10 Brandon Street NZ-6001 WELLINGTON",,,,,,,,,,,NOK,,IF3DYT910LU,https://www.proff.no/selskap/omv-new-zealand-ltd/-/arbeidskrafttjenester/IF3DYT910LU,https://virksomhet.brreg.no/nb/oppslag/enheter/912683133,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'913966031,Mojolan Ltd,Mojolan Ltd,,,,,"Hackwood Building 14,Hackwood Street, Robertsbridge EAST SUSSEX TN32 5ER",,,,,,,,,,,NOK,,IF45GPB10LU,https://www.proff.no/selskap/mojolan-ltd/-/arbeidskrafttjenester/IF45GPB10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/913966031,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'918851380,C&N Motors Limited,C&N Motors Limited,,,,,"37 Broad Street, Peterhead GB-ABERDEENSHIRE AB42 1JB",,,,,,,,,,,NOK,,IF7269G10LU,https://www.proff.no/selskap/cn-motors-limited/-/arbeidskrafttjenester/IF7269G10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918851380,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'915939260,Creemore Consultants Limited,Creemore Consultants Limited,,,,,"Unit 26J, Block 6500, Cork Airport,Business Park CORK",,,,,,,,,,,NOK,,IF5BR9810LU,https://www.proff.no/selskap/creemore-consultants-limited/-/arbeidskrafttjenester/IF5BR9810LU,https://virksomhet.brreg.no/nb/oppslag/enheter/915939260,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'915872719,Siemens S.A.,Siemens S.A.,,,,,Ronde de Europa 5 ES-28760 TRES CANTOS (MADRID),,,,,,,,,,,NOK,,IF5ABWV10LU,https://www.proff.no/selskap/siemens-s.a./-/arbeidskrafttjenester/IF5ABWV10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/915872719,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'915512194,Leading Venture Ltd,Leading Venture Ltd,,,,,10 Broadfields Close DERBY DE22 1BT ENGLAND,,,,,,,,,,,NOK,,IF52LQA10LU,https://www.proff.no/selskap/leading-venture-ltd/-/arbeidskrafttjenester/IF52LQA10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/915512194,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'917536899,Solstenxp Inc,Solstenxp Inc,,,,,406 W Fireweed Ln AK 99503 ANCHORAGE,,,,,,,,,,,NOK,,IF6A00310LU,https://www.proff.no/selskap/solstenxp-inc/-/arbeidskrafttjenester/IF6A00310LU,https://virksomhet.brreg.no/nb/oppslag/enheter/917536899,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'817505392,"Semisul Construcao, Reparacao E Manutencao De Metalomecanica Lda","Semisul Construcao, Reparacao E Manutencao De Metalomecanica Lda",,,,,Rua Antonio Aleixo 1-2C PT-7520 171 SINES,,,,,,,,,,,NOK,,IDIPZ7410LU,https://www.proff.no/selskap/semisul-construcao-reparacao-e-manutencao-de-metalomecanica-lda/-/arbeidskrafttjenester/IDIPZ7410LU,https://virksomhet.brreg.no/nb/oppslag/enheter/817505392,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'918617051,Faststream Recruitment Limited,Faststream Recruitment Limited,,,,,"The Quay 30 Channel Way,Ocean Village SOUTHAMPTON SO14 3TG",,,,,,,,,,,NOK,,IF6X5GB10LU,https://www.proff.no/selskap/faststream-recruitment-limited/-/arbeidskrafttjenester/IF6X5GB10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918617051,,78.100,Rekruttering og formidling av arbeidskraft,NUF,Aktiv
'991093281,Orkla Foods Sverige Ab,Orkla Foods Sverige Ab,,,atle.lindberg@orkla.no,,Isbergsgata 9 SE-211 19 MALMÖ,,,,,,1 - 4,,,,,NOK,,IGE2KGX10LU,https://www.proff.no/selskap/orkla-foods-sverige-ab/-/arbeidskrafttjenester/IGE2KGX10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/991093281,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'918104518,Tdg Crew Management Inc,Tdg Crew Management Inc,,,,,"2nd floor Mary Bachrach building,25th Corner A.C. Delgado Streets,Port Area PH - MANILA 1018",,,,,,,,,,,NOK,,IF6M5ZA10LU,https://www.proff.no/selskap/tdg-crew-management-inc/-/arbeidskrafttjenester/IF6M5ZA10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918104518,,78.100,Rekruttering og formidling av arbeidskraft,NUF,Aktiv
'917987254,Clemtec Limited,Clemtec Limited,,,,,"Endeavour House 36 Gypsy Lane,Marton-In-Cleveland Middlesbrough Cleveland TS7 8NG",,,,,,,,,,,NOK,,IF6JNHY10LU,https://www.proff.no/selskap/clemtec-limited/-/arbeidskrafttjenester/IF6JNHY10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/917987254,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'996632458,Klaus Schuwerk Gesellschaft Von Architekten Mbh,Klaus Schuwerk Gesellschaft Von Architekten Mbh,,,,,Liegnitzer Strasse 13 DE-10999 BERLIN,,,,,,,Klaus Jürgen Schuwerk,Daglig leder,,,NOK,,IGHDAIY10LU,https://www.proff.no/selskap/klaus-schuwerk-gesellschaft-von-architekten-mbh/-/arbeidskrafttjenester/IGHDAIY10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/996632458,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'916982070,Rwr Probuild Group,Rwr Probuild Group,,,,,ul. Gen. Wladyslawa Andersa 29/3 81-831 SOPOT,,,,,,,,,,,NOK,,IF5Y3W610LU,https://www.proff.no/selskap/rwr-probuild-group/-/arbeidskrafttjenester/IF5Y3W610LU,https://virksomhet.brreg.no/nb/oppslag/enheter/916982070,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'914991862,Intergaph Espana,Intergaph Espana,,,,,"Calle Gobelas, 47-49, La Florida 28023 MADRID",,,,,,,,,,,NOK,,IF4RG8M10LU,https://www.proff.no/selskap/intergaph-espana/-/arbeidskrafttjenester/IF4RG8M10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/914991862,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'916830742,Mjs Rep & Consulting Nuf,Mjs Rep & Consulting Nuf,,,,,Ön SE-881-91 SOLLEFTEÅ,,,,,,,,,,,NOK,,IF5UV4M10LU,https://www.proff.no/selskap/mjs-rep-consulting-nuf/-/arbeidskrafttjenester/IF5UV4M10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/916830742,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'917608857,Wärtsilä Blrt Estonia Ou,Wärtsilä Blrt Estonia Ou,,,,,Kopli 103 EE-11712 TALLINN,,,,,,,,,,,NOK,,IF6BJIX10LU,https://www.proff.no/selskap/w%C3%A4rtsil%C3%A4-blrt-estonia-ou/-/arbeidskrafttjenester/IF6BJIX10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/917608857,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'918604227,6 Cats Norway Limited Nuf,6 Cats Norway Limited Nuf,,,,,"1st Floor, 1-3 Sun Street London EC2A 2EP",,,,,,,Michelle Catherine Reilly,Daglig leder,,,NOK,,IF6WVK310LU,https://www.proff.no/selskap/6-cats-norway-limited-nuf/-/arbeidskrafttjenester/IF6WVK310LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918604227,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'919751029,Uab Alfa Crewing Bureau,Uab Alfa Crewing Bureau,,,,,Vilniaus g. 38-25 LT-98118 SKUODAS,,,,,,,,,,,NOK,,IF7LGFP10LU,https://www.proff.no/selskap/uab-alfa-crewing-bureau/-/arbeidskrafttjenester/IF7LGFP10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919751029,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'916651627,Siemens Rail Automation S.A.U.,Siemens Rail Automation S.A.U.,,,,,Ronda de Europe 5 ES-28760 TRES CANTOS (MADRID),,,,,,,,,,,NOK,,IF5R0X710LU,https://www.proff.no/selskap/siemens-rail-automation-s.a.u./-/arbeidskrafttjenester/IF5R0X710LU,https://virksomhet.brreg.no/nb/oppslag/enheter/916651627,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'913678478,Sbs888 Limited,Sbs888 Limited,,,,,41C Sunnybank Road AB243NJ ABERDEEN,,,,,,,,,,,NOK,,IF3ZATQ10LU,https://www.proff.no/selskap/sbs888-limited/-/arbeidskrafttjenester/IF3ZATQ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/913678478,,,,,Aktiv
'915798780,Dpo Marine Inc,Dpo Marine Inc,,,malm@malmadvokatfirma.no,,"15800 Pines Blvd, Suite 3077,Pembroke Pines FLORIDA 33027",,,,,,,,,,,NOK,,IF58QV010LU,https://www.proff.no/selskap/dpo-marine-inc/-/arbeidskrafttjenester/IF58QV010LU,https://virksomhet.brreg.no/nb/oppslag/enheter/915798780,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'919658436,Global3 Ltd,Global3 Ltd,,,,,"ul Moskovska 21B,3rd Floor BG-1000 SOFIA",,,,,,,,,,,NOK,,IF7JGZO10LU,https://www.proff.no/selskap/global3-ltd/-/arbeidskrafttjenester/IF7JGZO10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919658436,,,,,Aktiv
'919586109,Krakbau S.A.,Krakbau S.A.,,,,,Hamernia 50 PL-30-145 KRAKOW,,,,,,,,,,,NOK,,IF7HX6L10LU,https://www.proff.no/selskap/krakbau-s.a./-/arbeidskrafttjenester/IF7HX6L10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919586109,,,,,Aktiv
'917978093,Afc Well Services Limited Nuf,Afc Well Services Limited Nuf,,,,,"39 John Road,Gorleston - on - Sea NR31 6LF Norfolk",,,,,,,Christoher Francis Grinnell,Styrets leder,,,NOK,,IF6JGFH10LU,https://www.proff.no/selskap/afc-well-services-limited-nuf/-/arbeidskrafttjenester/IF6JGFH10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/917978093,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'917249504,Henning Larsen Architects,Henning Larsen Architects,'93243034,'93243034,,http://www.henninglarsen.com/no,Vesterbrogade 76 DK-1620 KØBENHAVN V,,,,,,,,,,,NOK,,IF63U8W10LU,https://www.proff.no/selskap/henning-larsen-architects/-/arbeidskrafttjenester/IF63U8W10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/917249504,,,,,Aktiv
'897849372,Helper Sp.Zo.O,Helper Sp.Zo.O,'6630555,'6630555,,,"Bregnebjergvej 1, Mellemballe, 5620 Glamsbjerg",,,,,,,Przemyslaw Piotr Teclaw,Daglig leder,,,NOK,,IEUK10C10LU,https://www.proff.no/selskap/helper-sp.zo.o/-/arbeidskrafttjenester/IEUK10C10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/897849372,,,,,Aktiv
'917433984,Reliance Offshore (Nfld) Inc.,Reliance Offshore (Nfld) Inc.,,,,,1525 Birmingham Steet CA-HALIFAX NS B3J 2J6,,,,,,,,,,,NOK,,IF67SLC10LU,https://www.proff.no/selskap/reliance-offshore-nfld-inc./-/arbeidskrafttjenester/IF67SLC10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/917433984,,,,,Aktiv
'913591283,Multimind Bemanning Ab,Multimind Bemanning Ab,'+468216700,,information@multimind.se,https://www.multimind.com/,Kungsgatan 66 SE-111 22 STOCKHOLM,,,,,,1 - 4,,,,,NOK,,IF3XFJN10LU,https://www.proff.no/selskap/multimind-bemanning-ab/-/arbeidskrafttjenester/IF3XFJN10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/913591283,,,,,Aktiv
'911691094,S.G. Bygg Ehf,S.G. Bygg Ehf,,,,,Háihvammur 14 IS-220 HAFNARFÖRÐUR,,,,,,,,,,,NOK,,IF2SPCM10LU,https://www.proff.no/selskap/s.g.-bygg-ehf/-/arbeidskrafttjenester/IF2SPCM10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/911691094,,,,,Aktiv
