No.,Công ty,Chức danh,Người liên hệ,SĐT,Liên Hệ,Email,Liên Hệ mail,Địa chỉ,Lương,Ngày đăng,Hạn tuyển,Check gửi,Last Subject,Last Body HTML,Trạng thái Reply,Lần Follow-up,Ngày Follow-up gần nhất,Mailbox đã dùng,Category
1056,登禾工程行,,,'0905300192,,,,912台灣屏東縣內埔鄉美和村陽明路10號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1057,申翔土木,,,'087930800,,,,900台灣屏東縣屏東市大同里民族路72-4號,,,,,,,,0,,,Công ty xây dựng
1058,雲暻土木包工業,,,'0989316080,,,,912台灣屏東縣內埔鄉線內埔鄉龍潭村昭勝路146號1樓,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1059,宗億營造有限公司-屏北辦事處,,,'087328319,,,,900台灣屏東縣屏東市崇陽里崇勝二街1號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1060,皇 富 工 程 行,,,'0958522609,,,,912台灣屏東縣內埔鄉龍泉村中勝路150號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1061,和欣工程行,,,'0927761266,,,,907台灣屏東縣鹽埔鄉振興村博愛街31號,,,,,,,,0,,,Công ty xây dựng
1062,雄富,,,,,,,913台灣屏東縣萬丹鄉大功路,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1063,軒名工程行,,,'0917953791,,,,845台灣高雄市內門區永富里富田35-1號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1064,旺霖土木包工業,,,'0972338671,,,,845台灣高雄市內門區溝坪里廣福213號1樓,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1065,彥通工程,,,'0933602467,,,,913台灣屏東縣萬丹鄉萬安村大學路800巷26號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1066,順堡營造有限公司,,,'087885668,,,,920台灣屏東縣潮州鎮彭城里三城路206號920,,,,,,,,0,,,Công ty xây dựng
1067,鼎祐營造有限公司,,,'076665538,,,,842台灣高雄市旗山區南洲里旗南二路85-12 號,,,,,,,,0,,,Công ty xây dựng
1068,新亞建設美濃施工處,,,'076850940,,,,843台灣高雄市美濃區獅山里龜山街28-5號,,,,,,,,0,,,Công ty xây dựng
1069,益詳企業行:怪手整地/填土/擋土牆/圍籬/拆除施工,,,'0918027884,,,,928台灣屏東縣東港鎮內關帝里興東路43-52號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1070,千弘工程行,,,'0983386395,,,,831台灣高雄市大寮區內坑里鳳林二路381巷453巷4號,,,,,,,,0,,,Đơn vị xây dựng nhà theo yêu cầu
1071,詠域有限公司 高雄房屋裝修 高雄屋頂防水 高雄外牆拉皮 土木工程,,,'073103211,,,,807台灣高雄市三民區鼎泰里鼎瑞街121號1樓,,,,,,,,0,,,Đơn vị xây dựng nhà theo yêu cầu
1072,祐宸工程行,,,'0956036027,,,,813台灣高雄市左營區站前南路47號,,,,,,,,0,,,Công ty xây dựng
1073,詮盛營造有限公司:屏東擋土牆、土木工程,,,'088324826,,,,932台灣屏東縣新園鄉興龍村興南路8號,,,,,,,,0,,,Công ty xây dựng
1074,德林建設股份有限公司,,,'0227078199,,,,106台灣臺北市大安區義安里敦化南路二段59號號 19 樓,,,,,,,,0,,,Công ty xây dựng
1075,新高建設股份有限公司,,,'0227075580,,,,106台灣大安區德安里敦化南路1段314號,,,,,,,,0,,,Công ty xây dựng
1076,三立建設股份有限公司,,,'0223629111,,,,"12樓, No. 227號羅斯福路三段大安區臺北市台灣 106",,,,,,,,0,,,Công ty xây dựng
1077,升豐土木工程行,,,'0229225774,,,,234台灣新北市永和區正興里豫溪街33號,,,,,,,,0,,,Đơn vị xây dựng nhà
1078,甲申由工程,,,,,,,338台灣桃園市蘆竹區中興里中興路206號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1079,烽勝營造股份有限公司,,,,,,,320台灣桃園市中壢區洽溪里永園路一段502號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1080,柏盛土木工程,,,'0977050644,,,,206台灣基隆市七堵區大德路,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1081,寬埕建設股份有限公司,,,'0423168778,,,,40751台灣臺中市西屯區何源里華美西街二段311號5F-1,,,,,,,,0,,,Công ty xây dựng
1082,惠捷營造工程有限公司,,,'0423768118,,,,403台灣臺中市西區土庫里存中街44號,,,,,,,,0,,,Dịch vụ phục hồi / trùng tu công trình
1083,朔暘工程行,,,,,,,402台灣臺中市南區西川里崇倫北街176巷2號4F,,,,,,,,0,,,Dịch vụ phục hồi / trùng tu công trình
1084,展才營造股份有限公司,,,'035233555,,,,300台灣新竹市北區台溪里中山路467號4樓,,,,,,,,0,,,Công ty xây dựng
1085,頂立建設有限公司,,,'037722353,,,,350台灣苗栗縣竹南鎮大埔里科專六路288號1樓,,,,,,,,0,,,Công ty xây dựng
1086,未來里建設會館 Urban Stonehenge,,,'035508388,,,,302台灣新竹縣竹北市中興里嘉豐五路一段171號,,,,,,,,0,,,Công ty xây dựng
1087,泰欣營造股份有限公司,,,'035306557,,,,300台灣新竹市香山區香山里元培街94號,,,,,,,,0,,,Công ty xây dựng
1088,鴻翰營造股份有限公司,,,'035222993,,,,300台灣新竹市北區水田里中正路158號,,,,,,,,0,,,Công ty xây dựng
1089,寶田建設有限公司,,,,,,,300台灣新竹市北區金華里田美三街58巷1號,,,,,,,,0,,,Công ty xây dựng
1090,好好建築股份有限公司︱營造統包︱自地自建︱建商施工管理,,,'0921623206,,,,30274台灣新竹縣竹北市六家五路二段117號1樓,,,,,,,,0,,,Công ty xây dựng
1091,雲隆建設有限公司,,,'035338209,,,,300台灣新竹市東區前溪里公道五路三段425號,,,,,,,,0,,,Công ty xây dựng
1092,皇統營造有限公司,,,'0905883390,,,,308台灣新竹縣寶山鄉雙新村環南路201號之8,,,,,,,,0,,,Công ty xây dựng
1093,大晶建設開發有限公司,,,'035357688,,,,300008台灣新竹市北區金華里田美三街58巷13號,,,,,,,,0,,,Công ty xây dựng
1094,瑞聚建設/品卓開發,,,'036573588,,,,302台灣新竹縣竹北市中興里文興路一段65號,,,,,,,,0,,,Công ty xây dựng
1095,信維科技建設股份有限公司,,,'036683449,,,,302台灣新竹縣竹北市中興里嘉豐十一路一段29號,,,,,,,,0,,,Công ty xây dựng
1096,大新竹建設實業有限公司,,,'035250606,,,,300台灣新竹市北區民富里少年街33號,,,,,,,,0,,,Nhà thầu phụ công trình
1097,万弘營造有限公司,,,'035336069,,,,30002台灣新竹市東區前溪里中華路一段248號,,,,,,,,0,,,Công ty xây dựng
1098,德鴻營造有限公司,,,,,,,302台灣新竹縣竹北市東海里東興路二段196巷38號,,,,,,,,0,,,Công ty xây dựng
1099,鑫風營造有限公司,,,,,,,"1樓, No. 335號文興路鹿場里竹北市新竹縣台灣 302",,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1100,吉壹建設股份有限公司,,,'035227666,,,,300台灣新竹市北區民富里少年街37號,,,,,,,,0,,,Công ty xây dựng
1101,富立預拌混凝土股份有限公司,,,'035302500,,,,300台灣新竹市香山區中隘里中華路六段703巷19弄7號,,,,,,,,0,,,Công ty xây dựng
1102,冠輝營造股份有限公司,,,'035428475,,,,300台灣新竹市東區復興里自由路67號7號樓之一,,,,,,,,0,,,Công ty xây dựng
1103,碩太建設有限公司,,,'035249988,,,,300台灣新竹市北區曲溪里崧嶺路111號,,,,,,,,0,,,Công ty xây dựng
1104,東星駿業建設有限公司,,,'035335789,,,,300台灣新竹市東區東園里中華路二段49號,,,,,,,,0,,,Nhà thầu phụ công trình
1105,淳豐建設有限公司,,,'036583248,,,,302050台灣新竹縣竹北市鹿場里自強五路255號,,,,,,,,0,,,Công ty xây dựng
1106,冠軍開發建設有限公司,,,'035585120,,,,302台灣新竹縣竹北市斗崙里縣政二路20號,,,,,,,,0,,,Nhà thầu phụ công trình
1107,光華時上接待中心,,,'035356666,,,,300台灣新竹市北區光華里光華一街63號,,,,,,,,0,,,Đơn vị xây dựng nhà
1108,富宇泰和社區,,,,,,,302台灣新竹縣竹北市東平里六家五路一段161號,,,,,,,,0,,,Đơn vị xây dựng nhà
1109,璞澄建設股份有限公司,,,'037728080,,,,35648台灣苗栗縣後龍鎮校椅里高鐵六路592-1號,,,,,,,,0,,,Công ty xây dựng
1110,仟祥建設有限公司,,,'036585777,,,,302台灣新竹縣竹北市中興里嘉豐七街145號,,,,,,,,0,,,Nhà thầu phụ công trình
1111,昱誠建設,,,'035396239,,,,300台灣新竹市北區虎山里延平路二段673號,,,,,,,,0,,,Công ty xây dựng
1112,宏偉拆除工程行- 桃園 新竹 苗栗-拆除打石工程/老舊房屋建物拆除/廠房辦公室拆除/百貨撤櫃拆除/店面拆除/裝潢拆除/廢棄物清運/人力派遣,,,'0963750297,,,,302台灣新竹縣竹北市大義里鳳岡路二段150巷50弄12號,,,,,,,,0,,,Nhà thầu
1113,中華工程,,,,,,,304台灣新竹縣新豐鄉新豐村西濱公路284號,,,,,,,,0,,,Công ty xây dựng
1114,竹泰營造有限公司,,,'035331891,,,,300台灣新竹市北區舊社里湳雅街311巷36弄12號,,,,,,,,0,,,Đơn vị xây dựng nhà theo yêu cầu
1115,彩軒文軒,,,,,,,35603台灣苗栗縣後龍鎮溪洲里勝利路8號鄰1 1 9巷1 3號,,,,,,,,0,,,Đơn vị xây dựng nhà theo yêu cầu
1116,半畝塘,,,'036673000,,,,302台灣新竹縣竹北市東興里光明六路東二段95號,,,,,,,,0,,,Công ty xây dựng
1117,大有土建工程,,,'0933151976,,,,302台灣新竹縣竹北市北興里勝利八街一段227號3樓之一,,,,,,,,0,,,Đơn vị xây dựng nhà theo yêu cầu
1118,秐豐建設,,,'035335355,,,,30285台灣新竹縣竹北市斗崙里縣政二路南段91號,,,,,,,,0,,,Công ty xây dựng
1119,匡宏開發 土木包工業,,,'0912618257,,,,360台灣苗栗縣苗栗市建功里忠孝路146號3樓,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1120,曆陽工程行,,,,,,,350台灣苗栗縣竹南鎮天文里龍山路二段98巷3號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1121,健揚土木包工業,,,'0933460208,,,,350台灣苗栗縣竹南鎮中英里復興路547巷55號,,,,,,,,0,,,Công ty xây dựng
1122,穎川工程,,,'0936258519,,,,300台灣新竹市東區高峰里高翠路277巷2弄6號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1123,駿江工程有限公司,,,'0928479900,,,,350台灣苗栗縣竹南鎮大厝里全天路179之2號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1124,攻頂建設,,,'0424224580,,,,406台灣臺中市北屯區仁和里松竹北二街161號,,,,,,,,0,,,Công ty xây dựng
1125,泰御建設股份有限公司,,,'0423580588,,,,408台灣臺中市南屯區精科三路,,,,,,,,0,,,Công ty xây dựng
1126,澄石建設有限公司（必優德建設）,,,'0422302309,,,,406台灣臺中市北屯區水景里松竹五路二段89號,,,,,,,,0,,,Công ty xây dựng
1127,禹田禾建設股份有限公司,,,'0425250098,,,,420台灣臺中市豐原區豐圳里圓環西路158號,,,,,,,,0,,,Công ty xây dựng
1128,磐鈺建設-接待會館,,,'0423228268,,,,408台灣臺中市南屯區惠中里大墩十二街266號,,,,,,,,0,,,Công ty xây dựng
1129,品森建設有限公司83711370,,,'0492330028,,,,542台灣南投縣草屯鎮中山里太平路二段73號1F,,,,,,,,0,,,Công ty xây dựng
1130,柚昇土木包工業,,,'0963013975,,,,428台灣臺中市大雅區上楓里雅楓街36號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1131,華鈿建設,,,,,,,260台灣宜蘭縣宜蘭市建業里縣政西路85號,,,,,,,,0,,,Công ty xây dựng
1132,祥豪建設股份有限公司,,,'039951451,,,,270台灣宜蘭縣蘇澳鎮聖愛里志成路365號,,,,,,,,0,,,Công ty xây dựng
1133,鞍就邑營造工程有限公司,,,,,,,260台灣宜蘭縣宜蘭市民族里健康路三段83號,,,,,,,,0,,,Công ty xây dựng
1134,常偉營造股份有限公司,,,'039546378,,,,265台灣宜蘭縣羅東鎮南昌里站前南路278號1樓,,,,,,,,0,,,Công ty xây dựng
1135,大衛建設有限公司,,,'039602708,,,,268台灣宜蘭縣五結鄉孝威二路,,,,,,,,0,,,Nhà thầu phụ công trình
1136,成發營造有限公司,,,'039366317,,,,260台灣宜蘭縣宜蘭市神農里自強新路91號3樓,,,,,,,,0,,,Công ty xây dựng
1137,悅誠建設有限公司,,,'039605798,,,,268台灣宜蘭縣五結鄉福興村五結路三段102巷6號,,,,,,,,0,,,Nhà thầu phụ công trình
1138,風勁建設有限公司,,,'039888657,,,,262台灣宜蘭縣礁溪鄉白雲村白雲六路15號,,,,,,,,0,,,Nhà thầu phụ công trình
1139,力陽開發室內設計空間規劃公司,,,,,,,268台灣宜蘭縣五結鄉五結村五結中路二段423巷6弄8號,,,,,,,,0,,,Công ty xây dựng
1140,富森基地位置 （別墅與華廈）,,,'039659699,,,,268台灣宜蘭縣五結鄉二結村中正路三段47巷10弄75號,,,,,,,,0,,,Đơn vị xây dựng nhà
1141,奭宜工程有限公司,,,'0921366285,,,,260台灣宜蘭縣宜蘭市七結里農權路三段163巷1弄47號6 樓,,,,,,,,0,,,Công ty xây dựng
1142,俊貿營造有限公司,,,'039333633,,,,260台灣宜蘭縣宜蘭市思源里女中路三段633號,,,,,,,,0,,,Nhà thầu phụ công trình
1143,冠宏土木工程,,,'039601676,,,,265台灣宜蘭縣羅東鎮南豪里興東南路95號,,,,,,,,0,,,Dịch vụ phục hồi / trùng tu công trình
1144,日立營造,,,'039606826,,,,265台灣宜蘭縣羅東鎮新群里新群一路128號,,,,,,,,0,,,Công ty xây dựng
1145,易山營造股份有限公司,,,,,,,260台灣宜蘭縣宜蘭市茭白里中山路五段197巷41號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1146,蘭陽營造有限公司,,,,,,,268台灣宜蘭縣五結鄉三興村三興西路186號,,,,,,,,0,,,Công ty xây dựng
1147,百達工程整合,,,,,,,260台灣宜蘭縣宜蘭市茭白里中山路五段151巷6號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1148,協通建設有限公司-鵬翔營造有限公司,,,'039373017,,,,260台灣宜蘭縣宜蘭市南津里中山路一段707號,,,,,,,,0,,,Công ty xây dựng
1149,新豐營造有限公司,,,'039583758,,,,269台灣宜蘭縣冬山鄉南興村冬山路一段858號2F,,,,,,,,0,,,Công ty xây dựng
1150,洋品工程行,,,'0906770600,,,,261台灣宜蘭縣頭城鎮濱海路三段七七號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1151,昶勝工程行,,,'0911902827,,,,263台灣宜蘭縣壯圍鄉吉祥村莊敬路30-3號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1152,川禾富居No.20銷售中心,,,'039311577,,,,260台灣宜蘭縣宜蘭市新生里宜興路三段49號,,,,,,,,0,,,Công ty xây dựng
1153,炘駐營造有限公司(炘鉅建設),,,'039226863,,,,264台灣宜蘭縣員山鄉深溝村深洲路180巷17號,,,,,,,,0,,,Nhà thầu phụ công trình
1154,順盈營造有限公司,,,'039531686,,,,265台灣宜蘭縣羅東鎮樹林里公正路326號1樓,,,,,,,,0,,,Nhà thầu phụ công trình
1155,晨宇機電工程有限公司,,,'0905037127,,,,268台灣宜蘭縣五結鄉中興村中里路180巷78號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1156,田茂營造事業有限公司,,,'039617024,,,,265台灣宜蘭縣羅東鎮西安里純精路一段27號,,,,,,,,0,,,Công ty xây dựng
1157,日昌營造有限公司,,,'039355393,,,,260台灣宜蘭縣宜蘭市思源里民族路525巷25號號 1樓,,,,,,,,0,,,Công ty xây dựng
1158,沐漁營建管理公司,,,'0919366383,,,,427台灣臺中市潭子區潭陽里福潭路450巷13號,,,,,,,,0,,,Công ty xây dựng
1159,拓建營造股份有限公司,,,'0422635860,,,,408台灣臺中市南屯區龍富三街123號,,,,,,,,0,,,Công ty xây dựng
1160,奕宏工程行,,,'0912181008,,,,433台灣臺中市沙鹿區鹿峰里星海路15巷15-5號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1161,廣元切割、鑽孔、高壓灌注,,,'0955230568,,,,411台灣臺中市太平區中政里中興路113巷39弄27號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1162,召明營造工程股份有限公司,,,'0435032486,,,,403台灣西區中興里公益路130號,,,,,,,,0,,,Đơn vị xây dựng nhà
1163,樂鴻抿石工程行,,,'0939343152,,,,544台灣南投縣國姓鄉長流村大長路574之1號1樓,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1164,冠珹營造有限公司,,,,,,,408台灣臺中市南屯區永定里益文一街36號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1165,瑞溪營造股份有限公司,,,,,,,429台灣臺中市神岡區大社里大漢街63巷28號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1166,霍虎企業社,,,'0968387265,,,,503台灣彰化縣花壇鄉崙雅村花秀路557號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1167,定宏營造股份有限公司,,,'0422541901,,,,407台灣臺中市西屯區潮洋里市政北二路236號12F-3,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1168,澄翰實業有限公司烏日工務所,,,'0423370647,,,,414台灣臺中市烏日區三和里學田路便行巷268之1號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1169,正華工程行,,,'0983605921,,,,411台灣臺中市太平區新光里振英街30巷17號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1170,振旺營造有限公司/土木包工業/廠房建設/排水溝.搭排工程/擋土牆工程,,,'0911958797,,,,503台灣彰化縣花壇鄉北口村口庄街340巷38號,,,,,,,,0,,,Công ty xây dựng
1171,立群營造工程有限公司,,,'047991122,,,,509台灣彰化縣伸港鄉什股村建國二街108號,,,,,,,,0,,,Công ty xây dựng
1172,上校水管工程行,,,'047627985,,,,500台灣彰化縣彰化市磚磘里線東路一段293巷288號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1173,文昌營造工程有限公司,,,'0424759781,,,,408台灣南屯區同心里五權西路二段236號,,,,,,,,0,,,Công ty xây dựng
1174,陽玥 整體粉光,,,,,,,506台灣彰化縣福興鄉二港村福正路21巷29號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1175,立峰土木包工業有限公司,,,'0422606855,,,,402台灣南區永興里工學路59巷13號,,,,,,,,0,,,Nhà thầu phụ công trình
1176,順捷營造有限公司,,,'0423330998,,,,413台灣臺中市霧峰區六股里峰谷路47號,,,,,,,,0,,,Công ty xây dựng
1177,金鋒營造有限公司KingHome,,,'0422210246,,,,403台灣臺中市西區公民里忠仁街104號,,,,,,,,0,,,Công ty xây dựng
1178,敦柏建設股份有限公司,,,'073230485,,,,807台灣高雄市三民區德北里九如二路597號,,,,,,,,0,,,Công ty xây dựng
1179,澐之森-德盟建設,,,'073747773,,,,814台灣高雄市仁武區赤山里赤富街13號,,,,,,,,0,,,Đơn vị xây dựng nhà
1180,稻田營造汐東工務所(捷運工地圍籬內鐵皮屋)(出入口位於福德三路上),,,,,,,221台灣新北市汐止區中興里中興路226-5號原玉鼎福餐廳停車場,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1181,宏義工程股份有限公司,,,'0227718965,,,,106台灣臺北市大安區光武里復興南路一段135巷27號4號樓之3,,,,,,,,0,,,Công ty xây dựng
1182,KAJIMA 台北MRT故宮シールド工事事務所 [北環状線CF690B（故宮）工区],,,,,,,111台灣臺北市士林區臨溪里力行街11號號 旁,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1183,皇昌營造士林施工處,,,,,,,111台灣臺北市士林區福志里志成街18號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1184,北部舊屋翻新裝潢、裝修工程,,,'0961303192,,,,112台灣台北市 北投區中央北路4段456巷2弄1號,,,,,,,,0,,,Nhà thầu phụ công trình
1185,冠宥建設有限公司,,,'038533329,,,,973台灣花蓮縣吉安鄉南昌村昌隆一街48號,,,,,,,,0,,,Công ty xây dựng
1186,大中室內裝修設計工程,,,'0986230099,,,,970台灣花蓮縣花蓮市中正路436號,,,,,,,,0,,,Công ty xây dựng
1187,宗貿建設有限公司,,,,,,,973台灣花蓮縣吉安鄉仁安村南海三街113號1樓,,,,,,,,0,,,Công ty xây dựng
1188,峪灃營造股份有限公司,,,'038512305,,,,973台灣花蓮縣吉安鄉宜昌村吉祥四街1號號 1樓,,,,,,,,0,,,Công ty xây dựng
1189,毅楓建設有限公司,,,'038541528,,,,973台灣花蓮縣吉安鄉東昌村東海六街32號1樓,,,,,,,,0,,,Công ty xây dựng
1190,義慶營造有限公司,,,'038343315,,,,970台灣花蓮縣花蓮市主睦里和平路326號,,,,,,,,0,,,Công ty xây dựng
1191,立弘工程行,,,'038662272,,,,974台灣花蓮縣壽豐鄉志學村志昌街20巷16號,,,,,,,,0,,,Công ty xây dựng
1192,瑞展營造有限公司,,,'038527418,,,,973台灣花蓮縣吉安鄉稻香村廣賢路一段800號,,,,,,,,0,,,Công ty xây dựng
1193,藝境空間設計工程行,,,'0931643968,,,,54550台灣南投縣埔里鎮枇杷里東榮路450號,,,,,,,,0,,,Công ty xây dựng
1194,蓮躍景觀設計有限公司｜樹木修剪、褐根病及病蟲害診斷治療｜庭院維護設計｜怪手吊車施工及出租｜土方.植物買賣及施工｜,,,'0905190088,,,,973台灣花蓮縣吉安鄉干城村吉豐路五段53號,,,,,,,,0,,,Nhà thầu
1195,榮橋建設有限公司,,,'038542888,,,,973台灣花蓮縣吉安鄉東昌村東海十街251號,,,,,,,,0,,,Công ty xây dựng
1196,日信建設股份有限公司,,,'0492980026,,,,545台灣南投縣埔里鎮枇杷里東興一街285號,,,,,,,,0,,,Nhà thầu phụ công trình
1197,鑑蓮建設,,,'0925656939,,,,973台灣花蓮縣吉安鄉吉安村吉興路一段50號,,,,,,,,0,,,Công ty xây dựng
1198,凱星營造有限公司,,,'038525885,,,,973台灣花蓮縣吉安鄉南昌村吉興路一段117號,,,,,,,,0,,,Công ty xây dựng
1199,大愷土木包工業,,,'0963823737,,,,545台灣南投縣埔里鎮水頭里東潤路62之5號,,,,,,,,0,,,Công ty xây dựng
1200,明泰營造有限公司,,,'0492997861,,,,545台灣南投縣埔里鎮枇杷里中心路60號之8號,,,,,,,,0,,,Đơn vị xây dựng nhà
1201,元鼎營造有限公司,,,'038328788,,,,970台灣花蓮縣花蓮市主權里榮正街271巷35號,,,,,,,,0,,,Công ty xây dựng
1202,永騰企業社,,,'0937167051,,,,974台灣花蓮縣壽豐鄉壽豐村中山路六段41號,,,,,,,,0,,,Công ty xây dựng
1203,有晟機械工程行,,,,,,,973台灣花蓮縣吉安鄉仁安村南海六街18之2號,,,,,,,,0,,,Công ty xây dựng
1204,辰政營造有限公司,,,'038650226,,,,974台灣花蓮縣壽豐鄉豐裡村中山路295號,,,,,,,,0,,,Công ty xây dựng
1205,錦德建設,,,,,,,973台灣花蓮縣吉安鄉,,,,,,,,0,,,Nhà thầu
1206,元建築山蒔粼粼接待所,,,'0492906669,,,,545台灣南投縣埔里鎮大湳里信義路12號,,,,,,,,0,,,Công ty xây dựng
1207,佳宏有限公司,,,'0963463388,,,,545台灣南投縣埔里鎮大湳里虎耳一街38號,,,,,,,,0,,,Công ty xây dựng
1208,旭曜建設,,,,,,,970台灣花蓮縣花蓮市,,,,,,,,0,,,Nhà thầu phụ công trình
1209,甚美天嵐,,,'0905760677,,,,545台灣南投縣埔里鎮大湳七街161號旁基地,,,,,,,,0,,,Công ty xây dựng
1210,天悅麒麟居,,,,,,,545台灣南投縣埔里鎮大湳里新興巷11之8號,,,,,,,,0,,,Công ty xây dựng
1211,台雄建設,,,,,,,973台灣花蓮縣吉安鄉,,,,,,,,0,,,Nhà thầu
1212,錦全建設股份有限公司,,,'038512678,,,,973台灣花蓮縣吉安鄉仁和村海岸路236號,,,,,,,,0,,,Nhà thầu phụ công trình
1213,信福土包工業,,,'038705365,,,,976台灣花蓮縣光復鄉大馬村林森路173號,,,,,,,,0,,,Nhà thầu phụ công trình
1214,尊品門建設有限公司,,,'038540518,,,,973台灣花蓮縣吉安鄉仁里村吉豐路一段12號,,,,,,,,0,,,Nhà thầu phụ công trình
1215,湛工房室內裝修工作室,,,,,,,973台灣花蓮縣吉安鄉宜昌村南山五街148號,,,,,,,,0,,,Công ty xây dựng
1216,立中室內裝修工程行,,,'0912224876,,,,973台灣花蓮縣吉安鄉光華村光華七街36號973,,,,,,,,0,,,Công ty xây dựng
1217,祥和工程行,,,'038520291,,,,973台灣花蓮縣吉安鄉福興村福昌路780-3號,,,,,,,,0,,,Công ty xây dựng
1218,雅比斯工程行,,,'038420345,,,,973台灣花蓮縣吉安鄉南昌村仁光65號,,,,,,,,0,,,Công ty xây dựng
1219,台灣創新發展股份有限公司,,,'038421507,,,,973台灣花蓮縣吉安鄉光華村華工三路與號華工六路90巷交叉口的工地,,,,,,,,0,,,Nhà thầu phụ công trình
1220,非凡地產有限公司,,,'038362166,,,,970台灣花蓮縣花蓮市主安里重慶路153號,,,,,,,,0,,,Nhà thầu phụ công trình
1221,致立營造有限公司,,,'0492420512,,,,545台灣南投縣埔里鎮杷城里東興一街77號,,,,,,,,0,,,Nhà thầu phụ công trình
1222,羽全工程有限公司,,,'038875060,,,,978台灣花蓮縣瑞穗鄉瑞穗村富貴路29號,,,,,,,,0,,,Nhà thầu phụ công trình
1223,紘鼎營造有限公司,,,'0492903146,,,,545台灣南投縣埔里鎮東門里中華路70號,,,,,,,,0,,,Nhà thầu phụ công trình
1224,花蓮組合屋,,,'0911320592,,,,973台灣花蓮縣吉安鄉太昌村太昌路463巷35號,,,,,,,,0,,,Công ty xây dựng
1225,武界壩排洪設施改造及更新工程-施工所,,,,,,,546台灣南投縣仁愛鄉,,,,,,,,0,,,Công ty xây dựng
1226,新祥工程行,,,'0975102252,,,,973台灣花蓮縣吉安鄉仁和村南海七街239號,,,,,,,,0,,,Công ty công trình dân dụng / Kỹ thuật dân dụng
1227,東鼎營造工程有限公司,,,'038326307,,,,970台灣花蓮縣花蓮市主力里鎮國街11號,,,,,,,,0,,,Nhà thầu phụ công trình
1228,奧林匹克營造有限公司,,,'038311188,,,,970台灣花蓮縣花蓮市主工里民國路5巷8號,,,,,,,,0,,,Nhà thầu phụ công trình
1229,得寶土木包工業,,,'038539991,,,,973台灣花蓮縣吉安鄉吉安村吉興二街328號,,,,,,,,0,,,Nhà thầu
1230,鈺翔營造有限公司,,,'038529225,,,,973台灣花蓮縣吉安鄉仁里村中山路一段42號,,,,,,,,0,,,Công ty xây dựng
1231,東誠營造有限公司,,,'038326902,,,,"3樓, No. 33號國風街國風里花蓮市花蓮縣台灣 970",,,,,,,,0,,,Nhà thầu phụ công trình
1232,民儒營造有限公司,,,'038356084,,,,970台灣花蓮縣花蓮市國治里光復街83號,,,,,,,,0,,,Nhà thầu
