Nosaukums,Mitnes_valsts,Registracijas_numurs_mitnes_valsti,Juridiska_adrese,Komersanta_veids,Aktuala_kvalifikacijas_klase,Aktualas_kvalifikacijas_klases_pieskirsanas_datums,Registra_numurs,Registrets,Aktualais_statuss,Kontaktu_adrese,Kontaktu_talrunis,Kontaktu_e_pasta_adrese,Majas_lapa,Darbibas_sferas,Darbibas_jomas
"Sabiedrība ar ierobežotu atbildību ""DEKVOR""",LV,40003754158,"Rīga, Baltā iela 3/9",Sabiedrība ar ierobežotu atbildību,,,0551-R,2005-09-28,Izslēgts,"Ieriķu iela 60-191, Rīga, LV 1084",6867861,,,,
"Sabiedrība ar ierobežotu atbildību ""JMC""",LV,40003577892,"Lokomotīves iela 26, Rīga, LV-1057",Sabiedrība ar ierobežotu atbildību,,,0550-R,2005-09-28,Izslēgts,"""Burkāni"", Piņķi, Babītes pag., Rīgas raj., LV-2107","67147400, 29208689",tng@tng.lv,,,
"Sabiedrība ar ierobežotu atbildību ""Traverts""",LV,40003769825,"Mārupes nov., Mārupe, Lielā iela 37-19",Sabiedrība ar ierobežotu atbildību,,,0549-R,2005-09-28,Izslēgts,"Ventspils iela 50, Rīga, LV - 1001",29461367,maris@traverts.lv,,,
"SIA ""JUMTU SERVISS""",LV,44103030777,"Palmu iela 4, Cēsis, Cēsu nov., LV-4101",Sabiedrība ar ierobežotu atbildību,,,0548-R,2005-09-28,Izslēgts,"Palmu iela 4, Cēsis, LV-4100",29249474,,,,
"Sabiedrība ar ierobežotu atbildību ""TĀLIJA M""",LV,40003760741,"Lāčplēša iela 112-25, Rīga, LV-1003",Sabiedrība ar ierobežotu atbildību,,,0547-R,2005-09-28,Izslēgts,"""Unas"" - 1, Ikšķiles lauku teritorija, Ogres raj., LV 5052",6888361,M.MIHALSKIS@TVNET.LV,,,
"SIA ""BSG ENGINEERING""",LV,41203024765,"Ventspils, Lāčplēša iela 7",Sabiedrība ar ierobežotu atbildību,,,0546-R,2005-09-28,Izslēgts,"Lāčplēša iela 7, Ventspils, LV 3601",63629408,info@bsgholding.lv,www.bsgholding.lv,,
"Sabiedrība ar ierobežotu atbildību ""RĪTS R""",LV,43402000031,"Balvu nov., Balvi, Daugavpils iela 64",Sabiedrība ar ierobežotu atbildību,,,0545-R,2005-09-28,Izslēgts,"Daugavpils iela 64, Balvi, Balvu nov., LV-4501",64522378,ritsr@inbox.lv,"",,
"SIA ""INTEGRALS V""",LV,41203021434,"Ventspils, Ūdens iela 15",Sabiedrība ar ierobežotu atbildību,,,0544-R,2005-09-28,Izslēgts,"Ivana Mičurina iela 4, Ventspils, LV 3602",3663970,integrals@inbox.lv,,,
"SIA ""ŪVA SISTĒMAS""",LV,40003765289,"Aleksandra Bieziņa iela 11-17, Rīga, LV-1029",Sabiedrība ar ierobežotu atbildību,,,0543-R,2005-09-28,Izslēgts,"A.Bieziņa iela 11-17, Rīga, LV-1029",,konstantin.akapjev@gmail.com,"",,
"SIA ""Būvuzņēmums AMBI""",LV,40003757811,"Tērbatas iela 33-22, Rīga, LV-1011",Sabiedrība ar ierobežotu atbildību,5. klase,2017-07-12,0542-RA,2010-11-11,Aktīvs,"Strēlnieku iela 20-1, Sigulda, LV-2150",29252269,ina@ambi.lv,www.ambi.lv,Ēku būvdarbu vadīšana un būvuzraudzība,
"SIA ""Būvuzņēmums AMBI""",LV,40003757811,"Tērbatas iela 33-22, Rīga, LV-1011",Sabiedrība ar ierobežotu atbildību,4. klase,2024-05-17,0542-RA,2010-11-11,Aktīvs,"Strēlnieku iela 20-1, Sigulda, LV-2150",29252269,ina@ambi.lv,www.ambi.lv,Ēku būvdarbu vadīšana un būvuzraudzība,
"SIA ""Būvuzņēmums AMBI""",LV,40003757811,"Tērbatas iela 33-22, Rīga, LV-1011",Sabiedrība ar ierobežotu atbildību,4. klase,2020-09-28,0542-RA,2010-11-11,Aktīvs,"Strēlnieku iela 20-1, Sigulda, LV-2150",29252269,ina@ambi.lv,www.ambi.lv,Ēku būvdarbu vadīšana un būvuzraudzība,
"SIA ""Būvuzņēmums AMBI""",LV,40003757811,"Tērbatas iela 33-22, Rīga, LV-1011",Sabiedrība ar ierobežotu atbildību,4. klase,2022-05-03,0542-RA,2010-11-11,Aktīvs,"Strēlnieku iela 20-1, Sigulda, LV-2150",29252269,ina@ambi.lv,www.ambi.lv,Ēku būvdarbu vadīšana un būvuzraudzība,
"SIA ""Būvuzņēmums AMBI""",LV,40003757811,"Tērbatas iela 33-22, Rīga, LV-1011",Sabiedrība ar ierobežotu atbildību,4. klase,2023-05-09,0542-RA,2010-11-11,Aktīvs,"Strēlnieku iela 20-1, Sigulda, LV-2150",29252269,ina@ambi.lv,www.ambi.lv,Ēku būvdarbu vadīšana un būvuzraudzība,
"SIA ""Būvuzņēmums AMBI""",LV,40003757811,"Tērbatas iela 33-22, Rīga, LV-1011",Sabiedrība ar ierobežotu atbildību,4. klase,2023-07-26,0542-RA,2010-11-11,Aktīvs,"Strēlnieku iela 20-1, Sigulda, LV-2150",29252269,ina@ambi.lv,www.ambi.lv,Ēku būvdarbu vadīšana un būvuzraudzība,
"SIA ""Būvuzņēmums AMBI""",LV,40003757811,"Tērbatas iela 33-22, Rīga, LV-1011",Sabiedrība ar ierobežotu atbildību,5. klase,2023-06-14,0542-RA,2010-11-11,Aktīvs,"Strēlnieku iela 20-1, Sigulda, LV-2150",29252269,ina@ambi.lv,www.ambi.lv,Ēku būvdarbu vadīšana un būvuzraudzība,
"SIA ""Būvuzņēmums AMBI""",LV,40003757811,"Tērbatas iela 33-22, Rīga, LV-1011",Sabiedrība ar ierobežotu atbildību,4. klase,2025-06-19,0542-RA,2010-11-11,Aktīvs,"Strēlnieku iela 20-1, Sigulda, LV-2150",29252269,ina@ambi.lv,www.ambi.lv,Ēku būvdarbu vadīšana un būvuzraudzība,
"SIA ""Būvuzņēmums AMBI""",LV,40003757811,"Tērbatas iela 33-22, Rīga, LV-1011",Sabiedrība ar ierobežotu atbildību,5. klase,2025-09-15,0542-RA,2010-11-11,Aktīvs,"Strēlnieku iela 20-1, Sigulda, LV-2150",29252269,ina@ambi.lv,www.ambi.lv,Ēku būvdarbu vadīšana un būvuzraudzība,
"SIA ""Būvuzņēmums AMBI""",LV,40003757811,"Tērbatas iela 33-22, Rīga, LV-1011",Sabiedrība ar ierobežotu atbildību,5. klase,2026-07-01,0542-RA,2010-11-11,Aktīvs,"Strēlnieku iela 20-1, Sigulda, LV-2150",29252269,ina@ambi.lv,www.ambi.lv,Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""FORŠNAMS""",LV,40103137197,"Zentenes iela 39-19, Rīga, LV-1069",Sabiedrība ar ierobežotu atbildību,5. klase,2021-08-09,0541-R,2018-04-03,Aktīvs,"Zentenes iela 39-19, Rīga, LV 1069",27418991,forsnams777@inbox.lv,,,
"Sabiedrība ar ierobežotu atbildību ""FORŠNAMS""",LV,40103137197,"Zentenes iela 39-19, Rīga, LV-1069",Sabiedrība ar ierobežotu atbildību,4. klase,2021-10-12,0541-R,2018-04-03,Aktīvs,"Zentenes iela 39-19, Rīga, LV 1069",27418991,forsnams777@inbox.lv,,,
"Sabiedrība ar ierobežotu atbildību ""JŪRMALAS CELTNIEKS PLUSS""",LV,40003645614,"Mirdzas iela 10, Jūrmala, LV-2008",Sabiedrība ar ierobežotu atbildību,,,0540-R,2005-09-28,Izslēgts,"Slokas iela 43, Jūrmala, LV-2015",67769724,jcp@inbox.lv,"",,
"Sabiedrība ar ierobežotu atbildību ""BIG GRUPA""",LV,42103035600,"Uliha iela 54, Liepāja, LV-3401",Sabiedrība ar ierobežotu atbildību,4. klase,2020-06-02,0539-RA,2010-11-09,Izslēgts,"Palangas iela 22, Liepāja, LV 3401",29403025,info@biggrupa.lv,www.biggrupa.lv,,
"Sabiedrība ar ierobežotu atbildību ""BIG GRUPA""",LV,42103035600,"Uliha iela 54, Liepāja, LV-3401",Sabiedrība ar ierobežotu atbildību,4. klase,2019-07-30,0539-RA,2010-11-09,Izslēgts,"Palangas iela 22, Liepāja, LV 3401",29403025,info@biggrupa.lv,www.biggrupa.lv,,
"Sabiedrība ar ierobežotu atbildību ""BIG GRUPA""",LV,42103035600,"Uliha iela 54, Liepāja, LV-3401",Sabiedrība ar ierobežotu atbildību,5. klase,2020-01-20,0539-RA,2010-11-09,Izslēgts,"Palangas iela 22, Liepāja, LV 3401",29403025,info@biggrupa.lv,www.biggrupa.lv,,
"Sabiedrība ar ierobežotu atbildību ""AUSTRUMU ENERGOCELTNIEKS""",LV,41503036759,"Kārklu iela 14, Daugavpils, LV-5401",Sabiedrība ar ierobežotu atbildību,,,0538-R,2005-09-28,Izslēgts,"Kārklu iela 14, Daugavpils, Daugavpils nov., LV -5401","","","",,
"SIA ""Ogres Tehnoloģiskais Kompetences Parks""",LV,47402002768,"Jaudas iela 2A, Ogre, Ogres nov., LV-5001",Sabiedrība ar ierobežotu atbildību,,,0537-R,2005-09-28,Izslēgts,"Jaudas iela 2a, Ogre, LV 5001",5024244; 9161293,,,,
"Sabiedrība ar ierobežotu atbildību ""ALTO S""",LV,40003712845,"Rīga, Lāčplēša iela 123-48/49",Sabiedrība ar ierobežotu atbildību,,,0536-R,2005-09-28,Izslēgts,"Ruses iela 28-133, Rīga, LV 1029",9855383,,,,
"Sabiedrība ar ierobežotu atbildību ""LINcom""",LV,40003750692,"Lienes iela 1-5, Rīga, LV-1009",Sabiedrība ar ierobežotu atbildību,,,0535-R,2005-09-28,Izslēgts,"Jaunsaules iela 7a-33, Rīga, LV 1083",9633932,,,,
"Sabiedrība ar ierobežotu atbildību ""NOSI BE""",LV,40003593948,"Rīga, Dzeņu iela 4-3",Sabiedrība ar ierobežotu atbildību,,,0534-R,2005-09-28,Izslēgts,"Platā iela 4-1, Rīga, LV 1016",5807601,,,,
"Sabiedrība ar ierobežotu atbildību ""BEKER""",LV,40003751861,"Rīga, Baltā iela 3/9",Sabiedrība ar ierobežotu atbildību,,,0533-R,2005-09-28,Izslēgts,"Baltā iela 3/9, Rīga, LV 1055",9746981,,,,
"Sabiedrība ar ierobežotu atbildību ""SAULE 5""",LV,42403007220,"1. maija iela 7, Ludza, Ludzas nov., LV-5701",Sabiedrība ar ierobežotu atbildību,,,0532-R,2005-09-23,Izslēgts,,29339644,saule5sia@inbox.lv,,,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,4. klase,2019-05-21,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,5. klase,2018-11-30,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,4. klase,2017-05-19,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,4. klase,2020-11-11,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,4. klase,2018-10-31,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,4. klase,2019-11-07,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,4. klase,2021-11-22,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,4. klase,2025-01-23,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,4. klase,2023-08-25,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,4. klase,2023-01-04,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,4. klase,2023-05-09,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,5. klase,2023-07-26,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,5. klase,2023-04-13,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,5. klase,2023-10-16,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,4. klase,2024-04-08,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,5. klase,2024-01-12,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"SIA ""KOLS""",LV,48503004846,"""Celmi"", Kareļi, Zaņas pag., Saldus nov., LV-3897",Sabiedrība ar ierobežotu atbildību,4. klase,2026-01-30,0531-RA,2011-03-17,Aktīvs,"""Celmi"", Zaņas pag., Saldus nov., LV-3897",+371 29438915,imants.kols@inbox.lv,"",Ceļu būvdarbu vadīšana un būvuzraudzība;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""GOBA-A""",LV,45403003438,"Alejas iela 3, Sala, Salas pag., Jēkabpils nov., LV-5230",Sabiedrība ar ierobežotu atbildību,5. klase,2022-11-04,0530-R,2005-09-23,Aktīvs,"Alejas iela 3, Sala, Salas novads, LV 5230",26529591,goba-a@inbox.lv,"",Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""GOBA-A""",LV,45403003438,"Alejas iela 3, Sala, Salas pag., Jēkabpils nov., LV-5230",Sabiedrība ar ierobežotu atbildību,5. klase,2024-01-19,0530-R,2005-09-23,Aktīvs,"Alejas iela 3, Sala, Salas novads, LV 5230",26529591,goba-a@inbox.lv,"",Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""GOBA-A""",LV,45403003438,"Alejas iela 3, Sala, Salas pag., Jēkabpils nov., LV-5230",Sabiedrība ar ierobežotu atbildību,5. klase,2025-01-27,0530-R,2005-09-23,Aktīvs,"Alejas iela 3, Sala, Salas novads, LV 5230",26529591,goba-a@inbox.lv,"",Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""GOBA-A""",LV,45403003438,"Alejas iela 3, Sala, Salas pag., Jēkabpils nov., LV-5230",Sabiedrība ar ierobežotu atbildību,5. klase,2026-02-16,0530-R,2005-09-23,Aktīvs,"Alejas iela 3, Sala, Salas novads, LV 5230",26529591,goba-a@inbox.lv,"",Ēku būvdarbu vadīšana un būvuzraudzība,
"Sabiedrība ar ierobežotu atbildību ""Ledo pluss""",LV,40003548164,"Rīga, Elvīras iela 9B-3",Sabiedrība ar ierobežotu atbildību,,,0529-RA,2010-11-11,Izslēgts,"Cīruļu iela 10b, Inčukalns, Inčukalna novads, Inčukalna novads, LV-2141",29474769,ledopluss@inbox.lv,,,
"SIA ""VERANDO""",LV,40003680484,"""Rubeņi""-31, Vienība, Degoles pag., Tukuma nov., LV-3140",Sabiedrība ar ierobežotu atbildību,,,0528-R,2005-09-23,Izslēgts,"A.Čaka iela 143-2, Rīga, LV-1012","67285733, 29230630",spserg@ml.lv,www.buvmodern.lv,,
"Sabiedrība ar ierobežotu atbildību ""ZIKURĀTS""",LV,40003573852,"Saulkalnes iela 9-9, Rīga, LV-1004",Sabiedrība ar ierobežotu atbildību,,,0527-R,2005-09-23,Aktīvs,"Kantora iela 46A, Rīga, LV-1002",29218128,zikurats1@inbox.lv,"",Arhitekta prakse;Arhitekta prakse,
"Sabiedrība ar ierobežotu atbildību ""JPL""",LV,40003528454,"""Jaunpakauši"", Siguldas pag., Siguldas nov., LV-2150",Sabiedrība ar ierobežotu atbildību,,,0526-RA,2011-03-31,Izslēgts,"""Jaunpakauši"", Siguldas novads, Siguldas novads, LV-2150",+371 29114648,janis@jpl.lv,www.jpl.lv,,
"""RIKO+"" SIA",LV,42803000340,"Fabrikas iela 9, Jūrmala, LV-2011",Sabiedrība ar ierobežotu atbildību,4. klase,2019-07-02,0525-R,2005-09-23,Izslēgts,"Brīvības iela 138-23, Rīga, LV-1012",29293168,"","",,
"""RIKO+"" SIA",LV,42803000340,"Fabrikas iela 9, Jūrmala, LV-2011",Sabiedrība ar ierobežotu atbildību,4. klase,2018-06-26,0525-R,2005-09-23,Izslēgts,"Brīvības iela 138-23, Rīga, LV-1012",29293168,"","",,
"Sabiedrība ar ierobežotu atbildību ""MAZĀ ŠVEICE""",LV,40003560152,"Laurenču iela 2, Sigulda, Siguldas nov., LV-2150",Sabiedrība ar ierobežotu atbildību,,,0524-R,2005-09-23,Izslēgts,"Laurenču iela 2, Sigulda, Siguldas novads, Siguldas novads, LV-2150",67974435,mazasveice@mazasveice.lv,,,
"SABIEDRĪBA AR IEROBEŽOTU ATBILDĪBU KOMERCFIRMA ""IGVARS""",LV,40003543006,"Remtes iela 21, Rīga, LV-1046",Sabiedrība ar ierobežotu atbildību,,,0523-R,2005-09-23,Izslēgts,"Remtes iela 21, Rīga, LV-1046",67620795,igcars@inbox.lv,,,
"Sabiedrība ar ierobežotu atbildību ""ANZE""",LV,40003252792,"",Sabiedrība ar ierobežotu atbildību,,,0522-R,2005-09-23,Izslēgts,"Maskavas iela 271-35, Rīga, LV-1063",28814783,siaanze@inbox.lv,,,
"Sabiedrība ar ierobežotu atbildību ""EDEN-Z""",LV,41202002506,"""Saulstari"", Cirpstene, Vārves pag., Ventspils nov., LV-3623",Sabiedrība ar ierobežotu atbildību,,,0521-RA,2009-03-26,Izslēgts,"""Saulstari"", Cirpstene, Vārves pag., Ventspils nov., Ventspils nov., LV-3623",29508200,edenz@tvnet.lv,,,
"Sabiedrība ar ierobežotu atbildību ""BWC""",LV,42103031844,"Spīdolas iela 10-31, Liepāja, LV-3402",Sabiedrība ar ierobežotu atbildību,4. klase,2018-06-29,0520-R,2005-09-23,Izslēgts,"Zemnieku iela 4, Liepāja, LV-3400",24971098,bwc@inbox.lv,"",,
"Sabiedrība ar ierobežotu atbildību ""BWC""",LV,42103031844,"Spīdolas iela 10-31, Liepāja, LV-3402",Sabiedrība ar ierobežotu atbildību,4. klase,2017-05-22,0520-R,2005-09-23,Izslēgts,"Zemnieku iela 4, Liepāja, LV-3400",24971098,bwc@inbox.lv,"",,
"Sabiedrība ar ierobežotu atbildību ""BWC""",LV,42103031844,"Spīdolas iela 10-31, Liepāja, LV-3402",Sabiedrība ar ierobežotu atbildību,4. klase,2021-07-30,0520-R,2005-09-23,Izslēgts,"Zemnieku iela 4, Liepāja, LV-3400",24971098,bwc@inbox.lv,"",,
"Sabiedrība ar ierobežotu atbildību ""BWC""",LV,42103031844,"Spīdolas iela 10-31, Liepāja, LV-3402",Sabiedrība ar ierobežotu atbildību,4. klase,2019-07-09,0520-R,2005-09-23,Izslēgts,"Zemnieku iela 4, Liepāja, LV-3400",24971098,bwc@inbox.lv,"",,
"Sabiedrība ar ierobežotu atbildību ""BWC""",LV,42103031844,"Spīdolas iela 10-31, Liepāja, LV-3402",Sabiedrība ar ierobežotu atbildību,4. klase,2020-07-22,0520-R,2005-09-23,Izslēgts,"Zemnieku iela 4, Liepāja, LV-3400",24971098,bwc@inbox.lv,"",,
"Sabiedrība ar ierobežotu atbildību ""BWC""",LV,42103031844,"Spīdolas iela 10-31, Liepāja, LV-3402",Sabiedrība ar ierobežotu atbildību,4. klase,2022-08-08,0520-R,2005-09-23,Izslēgts,"Zemnieku iela 4, Liepāja, LV-3400",24971098,bwc@inbox.lv,"",,
"Sabiedrība ar ierobežotu atbildību ""LORDSERVISS GRUPA""",LV,40003584235,"Aleksandra Čaka iela 58-9, Rīga, LV-1011",Sabiedrība ar ierobežotu atbildību,,,0519-R,2005-09-23,Izslēgts,"Artilērijas iela 40-4, Rīga, LV 1009",7293350,lordserviss@inbox.lv,,,
"Sabiedrība ar ierobežotu atbildību ""MALTA L""",LV,40003304007,"Madonas iela 23-20, Rīga, LV-1084",Sabiedrība ar ierobežotu atbildību,,,0518-R,2005-09-23,Izslēgts,"A. Kalniņa iela 2, Rīga, LV-1050",26390455,kasparslacplesis@inbox.lv,,,
"Sabiedrība ar ierobežotu atbildību ""Radošā apvienība ""Pilnīgi slepeni""""",LV,40003633314,"Rīga, Krišjāņa Valdemāra iela 67-18a",Sabiedrība ar ierobežotu atbildību,,,0517-R,2005-09-23,Izslēgts,"Zemitāna iela 2b, Rīga, LV-1012",67296662,"agris@raps.lv, raps@raps.lv",,,
"Cēsu pilsētas sabiedrība ar ierobežotu atbildību ""VINDA""",LV,49503000754,"Valmieras iela 10, Cēsis, Cēsu nov., LV-4101",Sabiedrība ar ierobežotu atbildību,4. klase,2018-06-29,0516-R,2005-09-23,Aktīvs,"Valmieras iela 10, Cēsis, Cēsu novads, LV-4101",64123526,info@vinda.lv,www.vinda.lv,Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) projektēšana;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) projektēšana,
"Cēsu pilsētas sabiedrība ar ierobežotu atbildību ""VINDA""",LV,49503000754,"Valmieras iela 10, Cēsis, Cēsu nov., LV-4101",Sabiedrība ar ierobežotu atbildību,4. klase,2017-05-22,0516-R,2005-09-23,Aktīvs,"Valmieras iela 10, Cēsis, Cēsu novads, LV-4101",64123526,info@vinda.lv,www.vinda.lv,Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) projektēšana;Ūdensapgādes un kanalizācijas sistēmu (ieskaitot ugunsdzēsības sistēmas) projektēšana,
