Name,Website,Phone,Address,Rating,Reviews_Count,State,Location_Name,Latitude,Longitude,Search_Query,URL,Permanently_Closed,Category,Email
Quinta Das Tamengas,,,"Rua da Areeira - Quinta das Tamengas, 3140-565 Tentúgal, Portugal","4,6",,PT,Rua da Areeira - Quinta das Tamengas,40.2263152,-8.5933246,"Hotel de 3 estrelas in Figueira da Foz, Portugal",https://www.google.com/maps/place/Quinta+Das+Tamengas/data=!4m10!3m9!1s0xd22515d776b8cab:0x471ae6c40ff33296!5m2!4m1!1i2!8m2!3d40.2263152!4d-8.5933246!16s%2Fg%2F11b73kx6lt!19sChIJq4xrd11RIg0RljLzD8TmGkc?authuser=0&hl=pt-BR&rclk=1,No,,
Casa da Avó Arminda,,'+351912065220,"R. Principal,527 Fervença, 3060-805 Cantanhede, Portugal","4,9",,PT,527 Fervença,40.3608533,-8.7126342,"Hotel de 3 estrelas in Figueira da Foz, Portugal",https://www.google.com/maps/place/Casa+da+Av%C3%B3+Arminda/data=!4m10!3m9!1s0xd23b3713295431d:0x2b9f15ac7c186443!5m2!4m1!1i2!8m2!3d40.3608533!4d-8.7126342!16s%2Fg%2F11jx4mf41f!19sChIJHUOVMnGzIw0RQ2QYfKwVnys?authuser=0&hl=pt-BR&rclk=1,No,,
Casa da Ti Lucinda - Casa de campo familiar,,'+351936461056,Portugal,"3,9",,PT,Portugal,40.025798,-8.591051,"Hotel de 3 estrelas in Figueira da Foz, Portugal",https://www.google.com/maps/place/Casa+da+Ti+Lucinda+-+Casa+de+campo+familiar/data=!4m10!3m9!1s0xd225dc97e6c6585:0x63bb724f94497ece!5m2!4m1!1i2!8m2!3d40.025798!4d-8.591051!16s%2Fg%2F1tcygr7t!19sChIJhWVsfsldIg0Rzn5JlE9yu2M?authuser=0&hl=pt-BR&rclk=1,No,,
Vila Paraíso,,,"Albufeira, Portugal","4,4",,PT,Albufeira,37.0852645,-8.3017558,"Hospedaria in Portimão, Portugal",https://www.google.com/maps/place/Vila+Para%C3%ADso/data=!4m10!3m9!1s0xd1acdfbbe79f119:0xf603e46fb3e00a7d!5m2!4m1!1i2!8m2!3d37.0852645!4d-8.3017558!16s%2Fg%2F11fy2q57ck!19sChIJGfF5vvvNGg0RfQrgs2_kA_Y?authuser=0&hl=pt-BR&rclk=1,No,,
Vilas Guerreiro,,'+351931803559,"Estrada do Toy 70 137A, Olhos de Água, Portugal","4,6",,PT,Estrada do Toy 70 137A,37.1015824,-8.183839,"Hospedaria in Portimão, Portugal",https://www.google.com/maps/place/Vilas+Guerreiro/data=!4m7!3m6!1s0xd1ac97dc2f2a075:0x746b330d0e8f9f89!8m2!3d37.1015824!4d-8.183839!16s%2Fg%2F11g9q8w830!19sChIJdaDywn3JGg0RiZ-PDg0za3Q?authuser=0&hl=pt-BR&rclk=1,No,Hospedaria,
Residencial Belo Horizonte,,'+351282697605,"Almadena, 8600-102 Luz, Portugal","4,4",,PT,Almadena,37.0978391,-8.7604129,"Hospedaria in Portimão, Portugal",https://www.google.com/maps/place/Residencial+Belo+Horizonte/data=!4m10!3m9!1s0xd1b313ec75cf3cb:0x993a7cd8756b0c90!5m2!4m1!1i2!8m2!3d37.0978391!4d-8.7604129!16s%2Fg%2F1v2jf554!19sChIJy_Ncxz4xGw0RkAxrddh8Opk?authuser=0&hl=pt-BR&rclk=1,No,,
Casa dos Batalim,,'+351962666934,"R. do Porto Fundo 34, 8550-455 Monchique, Portugal","4,2",,PT,R. do Porto Fundo 34,37.318515,-8.5566873,"Hotel de 3 estrelas in Portimão, Portugal",https://www.google.com/maps/place/Casa+dos+Batalim/data=!4m10!3m9!1s0xd1b21e5f6662cd9:0xaded060022c2670f!5m2!4m1!1i2!8m2!3d37.318515!4d-8.5566873!16s%2Fg%2F11f3wmdt3j!19sChIJ2Sxm9uUhGw0RD2fCIgAG7a0?authuser=0&hl=pt-BR&rclk=1,No,,
Buarcos Luxury Guest House,,'+351964456178,"Coimbra Region PT, R. Envolvente do Monte Alto 27, 3080-214 Buarcos, Portugal","4,3",,PT,R. Envolvente do Monte Alto 27,40.1752609,-8.8749183,"Hotel de 5 estrelas in Figueira da Foz, Portugal",https://www.google.com/maps/place/Buarcos+Luxury+Guest+House/data=!4m10!3m9!1s0xd223654787ab3db:0xf6b4842ecc0ca885!5m2!4m1!1i2!8m2!3d40.1752609!4d-8.8749183!16s%2Fg%2F11rb45n0wg!19sChIJ27N6eFQ2Ig0RhagMzC6EtPY?authuser=0&hl=pt-BR&rclk=1,No,,
Wyndham Residences Alvor Beach,,,"Praia de Alvor, R. do Barinel, 8500-053 Portimão, Portugal","4,5",,PT,R. do Barinel,37.124441,-8.589476,"Hotel in Portimão, Portugal",https://www.google.com/maps/place/Wyndham+Residences+Alvor+Beach/data=!4m10!3m9!1s0xd1b2f234c51d457:0xdb3166d6738066ff!5m2!4m1!1i2!8m2!3d37.124441!4d-8.589476!16s%2Fg%2F11kjpm5vc0!19sChIJV9RRTCMvGw0R_2aAc9ZmMds?authuser=0&hl=pt-BR&rclk=1,No,,
Penina Hotel & Golf Resort,,,"N125, 8501-952 Portimão, Portugal","4,3",,PT,N125,37.161549,-8.580354,"Hotel de 5 estrelas in Portimão, Portugal",https://www.google.com/maps/place/Penina+Hotel+%26+Golf+Resort/data=!4m10!3m9!1s0xd1b25f99e005881:0x98c7c065bb58d1e1!5m2!4m1!1i2!8m2!3d37.161549!4d-8.580354!16s%2Fm%2F05pb03n!19sChIJgVgAnvklGw0R4dFYu2XAx5g?authuser=0&hl=pt-BR&rclk=1,No,,
Hotel Salgados Palace,,,"Herdade dos Salgados, 8200-424 Guia, Portugal","4,5",,PT,Herdade dos Salgados,37.0933014,-8.320944,"Hotel de 5 estrelas in Portimão, Portugal",https://www.google.com/maps/place/Hotel+Salgados+Palace/data=!4m10!3m9!1s0xd1ad1f7110471e7:0x3741cf8f60a38a81!5m2!4m1!1i2!8m2!3d37.0933014!4d-8.320944!16s%2Fg%2F1tff8wns!19sChIJ53EEEffRGg0RgYqjYI_PQTc?authuser=0&hl=pt-BR&rclk=1,No,,
Apartamento tia natalia,,,"R. Carlos Sombrio A11, 3080-318 Buarcos, Portugal",,,PT,R. Carlos Sombrio A11,40.1613525,-8.8669728,"Hospedagem domiciliar in Figueira da Foz, Portugal",https://www.google.com/maps/place/Apartamento+tia+natalia/data=!4m7!3m6!1s0xd22377a8cd33bcf:0x1db58ac6dae5cc9a!8m2!3d40.1613525!4d-8.8669728!16s%2Fg%2F11st9374m6!19sChIJzzvTjHo3Ig0Rmszl2saKtR0?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Rua José Afonso 11,,,"R. José Afonso n 11, 3100-341 Pombal, Portugal","4,0",1,PT,R. José Afonso n 11,39.9247251,-8.6214415,"Hospedagem domiciliar in Figueira da Foz, Portugal",https://www.google.com/maps/place/Rua+Jos%C3%A9+Afonso+11/data=!4m7!3m6!1s0xd22670054196189:0x790f8e4285047585!8m2!3d39.9247251!4d-8.6214415!16s%2Fg%2F11z50ft1sr!19sChIJiWEZVABnIg0RhXUEhUKOD3k?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Casa. Rios frios,,,"R. Esqueiro 16, Rios Frios, 3025-620, Portugal",,,PT,Rios Frios,40.2765803,-8.4764588,"Hospedagem domiciliar in Figueira da Foz, Portugal",https://www.google.com/maps/place/Casa.+Rios+frios/data=!4m7!3m6!1s0xd22ff005a290a03:0x206a470bdd5f4ded!8m2!3d40.2765803!4d-8.4764588!16s%2Fg%2F11z94zb7zh!19sChIJAwopWgD_Ig0R7U1f3QtHaiA?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Governos,,,"R. José Afonso 11, 3100 Pombal, Portugal",,,PT,R. José Afonso 11,39.9162755,-8.6281031,"Hospedagem domiciliar in Figueira da Foz, Portugal",https://www.google.com/maps/place/Governos/data=!4m7!3m6!1s0xd2267001b779711:0x358af7a5a8504e06!8m2!3d39.9162755!4d-8.6281031!16s%2Fg%2F11nc6z6168!19sChIJEZd3GwBnIg0RBk5QqKX3ijU?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Depto new,,,"3020-205 Coimbra, Portugal",,,PT,,40.2345372,-8.4285587,"Hospedagem domiciliar in Figueira da Foz, Portugal",https://www.google.com/maps/place/Depto+new/data=!4m7!3m6!1s0xd22f9b8d7c60d8f:0x687c3f331f6fe681!8m2!3d40.2345372!4d-8.4285587!16s%2Fg%2F11tsjxn7xs!19sChIJjw3G17j5Ig0RgeZvHzM_fGg?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Vale House,,,"R. Sao Joao 16, 3100 Pombal, Portugal",,,PT,R. Sao Joao 16,39.8990908,-8.6412486,"Hospedagem domiciliar in Figueira da Foz, Portugal",https://www.google.com/maps/place/Vale+House/data=!4m7!3m6!1s0xd2265923515f8df:0xa7a75f5e5fb95f97!8m2!3d39.8990908!4d-8.6412486!16s%2Fg%2F11t__wx1tx!19sChIJ3_gVNZJlIg0Rl1-5X15fp6c?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Hotel Aviz,,,"R. Dr. António Lopes Guimarães 16, 3080-169 Figueira da Foz, Portugal","4,4",,PT,R. Dr. António Lopes Guimarães 16,40.152082,-8.865088,"Hotel de 2 estrelas in Figueira da Foz, Portugal",https://www.google.com/maps/place/Hotel+Aviz/data=!4m10!3m9!1s0xd22379618371625:0xc675093e6fcc18ad!5m2!4m1!1i2!8m2!3d40.152082!4d-8.865088!16s%2Fg%2F1tdmrb2n!19sChIJJRY3GJY3Ig0RrRjMbz4JdcY?authuser=0&hl=pt-BR&rclk=1,No,,
NN Guest House,,'+351913079746,"R. Dr. José Jardim 35, 3080-066 Figueira da Foz, Portugal","3,1",,PT,R. Dr. José Jardim 35,40.1495951,-8.8570218,"Hotel de 2 estrelas in Figueira da Foz, Portugal",https://www.google.com/maps/place/NN+Guest+House/data=!4m10!3m9!1s0xd2237eb3e3494df:0x8feb0ac038cf09a6!5m2!4m1!1i2!8m2!3d40.1495951!4d-8.8570218!16s%2Fg%2F11fy5656zb!19sChIJ35Q0Pus3Ig0RpgnPOMAK648?authuser=0&hl=pt-BR&rclk=1,No,,
QH Praia de Quiaios,,,"Aldeamento Turístico Torricentro - Praia De Quiaios Palheiros de, 3080-515 Quiaios, Portugal","4,2",,PT,Aldeamento Turístico Torricentro - Praia De Quiaios Palheiros de,40.219963,-8.889642,"Albergue in Figueira da Foz, Portugal",https://www.google.com/maps/place/QH+Praia+de+Quiaios/data=!4m10!3m9!1s0xd22342fbb4f4267:0xc412f15afb0d5c2!5m2!4m1!1i2!8m2!3d40.219963!4d-8.889642!16s%2Fg%2F12xq1qxd3!19sChIJZ0JPuy80Ig0RwtWwrxUvQQw?authuser=0&hl=pt-BR&rclk=1,No,,
Mini Hostel FigueiraMar,,'+351964915790,"R. Ferreiros 9, 3090-118 Figueira da Foz, Portugal","5,0",,PT,R. Ferreiros 9,40.1502812,-8.856071,"Albergue in Figueira da Foz, Portugal",https://www.google.com/maps/place/Mini+Hostel+FigueiraMar/data=!4m10!3m9!1s0xd2237eb05a67ba1:0xe5734846b03108cb!5m2!4m1!1i2!8m2!3d40.1502812!4d-8.856071!16s%2Fg%2F11f5gd47b8!19sChIJoXumBes3Ig0RywgxsEZIc-U?authuser=0&hl=pt-BR&rclk=1,No,,
Windy’s Guesthouse,,'+351927796329,"Urbanização Vale da Telha, 8670-156 Aljezur, Portugal","4,9",,PT,Urbanização Vale da Telha,37.306075,-8.8432186,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Windy%E2%80%99s+Guesthouse/data=!4m10!3m9!1s0xd1b4100283f0dad:0xb2a1e858e6a46097!5m2!4m1!1i2!8m2!3d37.306075!4d-8.8432186!16s%2Fg%2F11x6xtcnp2!19sChIJrQ0_KABBGw0Rl2Ck5ljoobI?authuser=0&hl=pt-BR&rclk=1,No,,
Casa Colle,,'+351912097247,"Rua Doutora Maria Graça Santos Soares, 8600-123 Luz, Portugal","4,9",,PT,Rua Doutora Maria Graça Santos Soares,37.0809773,-8.748724,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Casa+Colle/data=!4m7!3m6!1s0xd1b3709f19f50d9:0x81ec9b460bbc04af!8m2!3d37.0809773!4d-8.748724!16s%2Fg%2F11nn046scx!19sChIJ2VCf8Qk3Gw0RrwS8C0ab7IE?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Jardim das Bagas,,'+351965395130,"7CRW+J2, Monchique, Portugal","5,0",,PT,7CRW+J2,37.291516,-8.5549811,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Jardim+das+Bagas/data=!4m7!3m6!1s0xd1b21005d7a6db5:0x3593d242512584ea!8m2!3d37.291516!4d-8.5549811!16s%2Fg%2F11yzcttnvy!19sChIJtW16XQAhGw0R6oQlUULSkzU?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Miradoiro Residencial,,'+351282423011,"R. Machado Santos, 8500-704 Portimão, Portugal","2,5",,PT,R. Machado Santos,37.1396293,-8.5365819,"Hospedaria in Portimão, Portugal",https://www.google.com/maps/place/Miradoiro+Residencial/data=!4m10!3m9!1s0xd1b288d2774d433:0xe7129178b81817bf!5m2!4m1!1i2!8m2!3d37.1396293!4d-8.5365819!16s%2Fg%2F11b73jm8fj!19sChIJM9R0J40oGw0RvxcYuHiREuc?authuser=0&hl=pt-BR&rclk=1,No,,
Hotel Lagos,,,"R. Prof. Correia Abreu 180, 8600-613 Lagos, Portugal","5,0",1,PT,R. Prof. Correia Abreu 180,37.0934321,-8.6707454,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Hotel+Lagos/data=!4m7!3m6!1s0xd1b31d4c10273b9:0xcb086dc8babd416d!8m2!3d37.0934321!4d-8.6707454!16s%2Fg%2F11vb6f177n!19sChIJuXMCwdQxGw0RbUG9ushtCMs?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Golden House,,,"Urbanizacao ALGARVESOL, R. da Pedra Bloco 2 1A, 8500-815 Portimão, Portugal","5,0",,PT,R. da Pedra Bloco 2 1A,37.1367255,-8.4569891,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Golden+House/data=!4m7!3m6!1s0xd1ad77b21788d27:0xbc5d57fcb10d3e7c!8m2!3d37.1367255!4d-8.4569891!16s%2Fg%2F11j19qwtgc!19sChIJJ414IXvXGg0RfD4NsfxXXbw?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Plaza Real by Atlantic Hotels,,,"Sitio dos Castelos, Rotunda do Vau, Portimão, Portugal","3,9",,PT,Rotunda do Vau,37.124544,-8.546193,"Hotel de 3 estrelas in Portimão, Portugal",https://www.google.com/maps/place/Plaza+Real+by+Atlantic+Hotels/data=!4m10!3m9!1s0xd1b28e6f25e296d:0x10f7ad3fedb1bb39!5m2!4m1!1i2!8m2!3d37.124544!4d-8.546193!16s%2Fg%2F11b7w2705h!19sChIJbSle8uYoGw0RObux7T-t9xA?authuser=0&hl=pt-BR&rclk=1,No,,
Alvor,,,"Praceta Alto da Ria 2, 8500-013 Alvor, Portugal","5,0",1,PT,Praceta Alto da Ria 2,37.127261,-8.5937678,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Alvor/data=!4m10!3m9!1s0xd1b2f005cf36361:0x4d53f44aacca91b3!5m2!4m1!1i2!8m2!3d37.127261!4d-8.5937678!16s%2Fg%2F11wtwb1dz1!19sChIJYWPzXAAvGw0Rs5HKrEr0U00?authuser=0&hl=pt-BR&rclk=1,No,,
Quinta Vermelha,,'+31625050535,"Unnamed Road,, Lagoa, Portugal","4,8",,PT,,37.1017262,-8.4301792,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Quinta+Vermelha/data=!4m7!3m6!1s0xd1ad68d77054b81:0xb323b25fc83c4500!8m2!3d37.1017262!4d-8.4301792!16s%2Fg%2F11c5zh4_w0!19sChIJgUsFd43WGg0RAEU8yF-yI7M?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Apartamento Praia do Alvor,,'+351921921921,"Praia do Alvor, 8500-003 Alvor, Portugal","4,4",,PT,Praia do Alvor,37.1239205,-8.5900199,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Apartamento+Praia+do+Alvor/data=!4m10!3m9!1s0xd1b2f2331b40da5:0xbe436653b5d9d94c!5m2!4m1!1i2!8m2!3d37.1239205!4d-8.5900199!16s%2Fg%2F11b73m7hrr!19sChIJpQ20MSMvGw0RTNnZtVNmQ74?authuser=0&hl=pt-BR&rclk=1,No,,
O Monte dos meus Tios,,,"4H98+JP, Lagoa, Portugal","5,0",1,PT,4H98+JP,37.1189939,-8.4328176,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/O+Monte+dos+meus+Tios/data=!4m7!3m6!1s0xd1ad7003423ab99:0xaa6af85b51095131!8m2!3d37.1189939!4d-8.4328176!16s%2Fg%2F11vwjxd9mg!19sChIJmasjNADXGg0RMVEJUVv4aqo?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Casa princ,,,"R. Cabeço Esteves 40, 8500-158, Portugal","5,0",1,PT,R. Cabeço Esteves 40,37.1854773,-8.5843864,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Casa+princ/data=!4m7!3m6!1s0xd1b25812b4f5977:0x8fc4830ecf11d2ec!8m2!3d37.1854773!4d-8.5843864!16s%2Fg%2F11p61v0xz1!19sChIJd1lPK4ElGw0R7NIRzw6DxI8?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Casa Fim do Mundo,,,"7C2M+GC, Portimão, Portugal","5,0",1,PT,7C2M+GC,37.251374,-8.5664179,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Casa+Fim+do+Mundo/data=!4m7!3m6!1s0xd1b21003eeb06bf:0x2b21e22868232185!8m2!3d37.251374!4d-8.5664179!16s%2Fg%2F11vpwr735k!19sChIJvwbrPgAhGw0RhSEjaCjiISs?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
mel and karen,,,"Estevais (Casa Paz, 8365-023 Alcantarilha, Portugal","5,0",1,PT,Estevais (Casa Paz,37.1641368,-8.3423959,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/mel+and+karen/data=!4m7!3m6!1s0xd1ad10075bc048b:0x7db57135f5d07eb1!8m2!3d37.1641368!4d-8.3423959!16s%2Fg%2F11y6m0yw28!19sChIJiwS8dQDRGg0RsX7Q9TVxtX0?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Lagos Pilz,,,"8600-315 Lagos, Portugal","4,0",1,PT,,37.0929397,-8.6693925,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Lagos+Pilz/data=!4m7!3m6!1s0xd1b310016b2d7e1:0x49644c7689d5d1c0!8m2!3d37.0929397!4d-8.6693925!16s%2Fg%2F11z2lntvvf!19sChIJ4deyFgAxGw0RwNHViXZMZEk?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Saozinha's Place,,,"Praça do Poder Lote 3 R/C Esquerdo R/C Esquerdo, piso 0, 8600-524 Lagos, Portugal","5,0",1,PT,piso 0,37.0937261,-8.6789962,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Saozinha%27s+Place/data=!4m7!3m6!1s0xd1b310058a7543f:0xd7fa4d80d6492894!8m2!3d37.0937261!4d-8.6789962!16s%2Fg%2F11lcnd25g2!19sChIJP1SnWAAxGw0RlChJ1oBN-tc?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Alameda Hostel,,'+351966833366,"R. do Comércio 9, 8500-633 Portimão, Portugal","4,6",,PT,R. do Comércio 9,37.1396349,-8.5372777,"Hotel de 2 estrelas in Portimão, Portugal",https://www.google.com/maps/place/Alameda+Hostel/data=!4m10!3m9!1s0xd1b288d3d196553:0xf8d97c3503b5c3c9!5m2!4m1!1i2!8m2!3d37.1396349!4d-8.5372777!16s%2Fg%2F11b7_0pt2c!19sChIJU2UZPY0oGw0RycO1AzV82fg?authuser=0&hl=pt-BR&rclk=1,No,,
Vivenda Família Pedro,,'+351966611837,"Vivenda Família Pedro, Monte Salema, 8650-435, Vila do Bispo, 8650-435 Vila do Bpo., Portugal","4,5",,PT,Monte Salema,37.0726029,-8.9185577,"Hotel de 2 estrelas in Portimão, Portugal",https://www.google.com/maps/place/Vivenda+Fam%C3%ADlia+Pedro/data=!4m10!3m9!1s0xd1b4936a3c66e95:0x72b6824174808846!5m2!4m1!1i2!8m2!3d37.0726029!4d-8.9185577!16s%2Fg%2F11bbrmb1w1!19sChIJlW7GozZJGw0RRoiAdEGCtnI?authuser=0&hl=pt-BR&rclk=1,No,,
Hotel Sol e Mar,,,"R. José Bernardino de Sousa, 8200-146 Albufeira, Portugal","4,2",,PT,R. José Bernardino de Sousa,37.08707,-8.252506,"Hotel de 4 estrelas in Portimão, Portugal",https://www.google.com/maps/place/Hotel+Sol+e+Mar/data=!4m10!3m9!1s0xd1acc250c7443f9:0xb061e0992f40c7a6!5m2!4m1!1i2!8m2!3d37.08707!4d-8.252506!16s%2Fg%2F1w3w48zz!19sChIJ-UN0DCXMGg0RpsdAL5ngYbA?authuser=0&hl=pt-BR&rclk=1,No,,
Lagos City Center Guest House & Hostel,,'+351912758972,"R. Lançarote de Freitas n. 58, 8600-747 Lagos, Portugal","3,6",,PT,R. Lançarote de Freitas n. 58,37.0988588,-8.6730821,"Hotel de 2 estrelas in Portimão, Portugal",https://www.google.com/maps/place/Lagos+City+Center+Guest+House+%26+Hostel/data=!4m10!3m9!1s0xd1b31cfbced0cc3:0x73c54b6c856af2e2!5m2!4m1!1i2!8m2!3d37.0988588!4d-8.6730821!16s%2Fg%2F11b73q6492!19sChIJwwztvM8xGw0R4vJqhWxLxXM?authuser=0&hl=pt-BR&rclk=1,No,,
Marina Park Hotel,,,"Quinta do Landeiro, 8600-302 Lagos, Portugal","4,0",,PT,Quinta do Landeiro,37.1024597,-8.672672,"Hotel de 2 estrelas in Portimão, Portugal",https://www.google.com/maps/place/Marina+Park+Hotel/data=!4m10!3m9!1s0xd1b31cdcf14336d:0x7aee7a1778b13c06!5m2!4m1!1i2!8m2!3d37.1024597!4d-8.672672!16s%2Fg%2F119wz03n1!19sChIJbTMUz80xGw0RBjyxeBd67no?authuser=0&hl=pt-BR&rclk=1,No,,
DBV GuestHouse,,'+351282762477,"R. António Crisógno dos Santos 60, 8600-789 Lagos, Portugal","3,6",,PT,R. António Crisógno dos Santos 60,37.1060881,-8.6756262,"Hotel de 2 estrelas in Portimão, Portugal",https://www.google.com/maps/place/DBV+GuestHouse/data=!4m10!3m9!1s0xd1b31cc96e26ddb:0xb1b0217d2eb79800!5m2!4m1!1i2!8m2!3d37.1060881!4d-8.6756262!16s%2Fg%2F1ttyx_hy!19sChIJ223ilswxGw0RAJi3Ln0hsLE?authuser=0&hl=pt-BR&rclk=1,No,,
Hostel CC Portimao,,'+351933091660,"R. Frei Luís das Chagas 7, 8500-679 Portimão, Portugal","3,4",,PT,R. Frei Luís das Chagas 7,37.1361584,-8.5474571,"Albergue in Portimão, Portugal",https://www.google.com/maps/place/Hostel+CC+Portimao/data=!4m10!3m9!1s0xd1b295bdfb4ead9:0x5bc16812ef0bbffb!5m2!4m1!1i2!8m2!3d37.1361584!4d-8.5474571!16s%2Fg%2F11vx3js58_!19sChIJ2eq031spGw0R-78L7xJowVs?authuser=0&hl=pt-BR&rclk=1,No,,
Hostel da Praia,,,"Av. Tomás Cabreira M, 8500-802 Portimão, Portugal","3,4",,PT,Av. Tomás Cabreira M,37.119271,-8.5391004,"Albergue in Portimão, Portugal",https://www.google.com/maps/place/Hostel+da+Praia/data=!4m10!3m9!1s0xd1b298bc29c39c1:0xecb14936f1b2da82!5m2!4m1!1i2!8m2!3d37.119271!4d-8.5391004!16s%2Fg%2F11l2fcnmmh!19sChIJwTmcwospGw0Rgtqy8TZJsew?authuser=0&hl=pt-BR&rclk=1,No,,
Park Hotel Porto Valongo,,,"R. Regedor José Diogo 90, 4440-653 Valongo, Portugal","4,2",,PT,R. Regedor José Diogo 90,41.190375,-8.510654,"Hospedaria in Felgueiras, Portugal",https://www.google.com/maps/place/Park+Hotel+Porto+Valongo/data=!4m10!3m9!1s0xd24623ec0ac9dc7:0x4668f01b697f1011!5m2!4m1!1i2!8m2!3d41.190375!4d-8.510654!16s%2Fg%2F1tf4g9c6!19sChIJx52swD5iJA0RERB_aRvwaEY?authuser=0&hl=pt-BR&rclk=1,No,,
Lagos,,,"R. Maria Horta Taquelim Veiga 7, 8600-543 Lagos, Portugal","5,0",,PT,R. Maria Horta Taquelim Veiga 7,37.1024094,-8.6834626,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Lagos/data=!4m7!3m6!1s0xd1b31e0f13d6de3:0x135e0ef8f6c82cee!8m2!3d37.1024094!4d-8.6834626!16s%2Fg%2F11s0_4r1_l!19sChIJ42098eAxGw0R7izI9vgOXhM?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
VianasHome,,'+351916917536,"R. das Vianas 190, 4600-758, Portugal","4,5",,PT,R. das Vianas 190,41.311166,-8.103517,"Hotel de 3 estrelas in Felgueiras, Portugal",https://www.google.com/maps/place/VianasHome/data=!4m10!3m9!1s0xd24bf88d40e48ed:0x7a5354403cc017ba!5m2!4m1!1i2!8m2!3d41.311166!4d-8.103517!16s%2Fg%2F11fy5664fl!19sChIJ7UgO1Ii_JA0RuhfAPEBUU3o?authuser=0&hl=pt-BR&rclk=1,No,,
Casa Elza,,,"R. Canelas 28A, 8600-102 Luz, Portugal","5,0",,PT,R. Canelas 28A,37.100798,-8.7376861,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Casa+Elza/data=!4m7!3m6!1s0xd1b31446fa90613:0x87a77ad48f4af3b4!8m2!3d37.100798!4d-8.7376861!16s%2Fg%2F11v1837_wq!19sChIJEwapb0QxGw0RtPNKj9R6p4c?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Avairos Appartement 37,,,"R. dos Aveiros, 8200-294 Albufeira, Portugal","5,0",,PT,R. dos Aveiros,37.0843047,-8.2312988,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Avairos+Appartement+37/data=!4m7!3m6!1s0xd1acd002527e0f9:0xf6228ca9a50d5ec7!8m2!3d37.0843047!4d-8.2312988!16s%2Fg%2F11x6nvhtgm!19sChIJ-eAnJQDNGg0Rx14NpamMIvY?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
Holiday House,,,"Largo de Camões 1I, 8200-178 Albufeira, Portugal","5,0",1,PT,Largo de Camões 1I,37.0860168,-8.2589187,"Hospedagem domiciliar in Portimão, Portugal",https://www.google.com/maps/place/Holiday+House/data=!4m7!3m6!1s0xd1acd3cff3c2517:0xf01caa707a440dcb!8m2!3d37.0860168!4d-8.2589187!16s%2Fg%2F11q4dlc480!19sChIJFyU8_zzNGg0Ryw1EenCqHPA?authuser=0&hl=pt-BR&rclk=1,No,Hospedagem domiciliar,
